componente,unidade,Valor por 100g,Colher servir cheia (70 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,535,374,214,BRC0685B,Nome não encontrado
Energia,kcal,128,89,51,BRC0685B,Nome não encontrado
Umidade,g,"74,4","52,1","29,8",BRC0685B,Nome não encontrado
Carboidrato total,g,"10,8","7,54","4,31",BRC0685B,Nome não encontrado
Carboidrato disponível,g,"9,80","6,86","3,92",BRC0685B,Nome não encontrado
Proteína,g,"6,49","4,54","2,59",BRC0685B,Nome não encontrado
Lipídios,g,"6,77","4,74","2,71",BRC0685B,Nome não encontrado
Fibra alimentar,g,"0,98","0,69","0,39",BRC0685B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0685B,Nome não encontrado
Cinzas,g,"1,58","1,10","0,63",BRC0685B,Nome não encontrado
Colesterol,mg,"18,9","13,2","7,55",BRC0685B,Nome não encontrado
Ácidos graxos saturados,g,"3,67","2,57","1,47",BRC0685B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,65","1,15","0,66",BRC0685B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,57","0,40","0,23",BRC0685B,Nome não encontrado
Ácidos graxos trans,g,"0,18","0,12","0,07",BRC0685B,Nome não encontrado
Cálcio,mg,183,128,"73,3",BRC0685B,Nome não encontrado
Ferro,mg,"0,27","0,19","0,11",BRC0685B,Nome não encontrado
Sódio,mg,268,188,107,BRC0685B,Nome não encontrado
Magnésio,mg,"10,9","7,63","4,36",BRC0685B,Nome não encontrado
Fósforo,mg,130,"91,1","52,1",BRC0685B,Nome não encontrado
Potássio,mg,195,136,"78,1",BRC0685B,Nome não encontrado
Manganês,mg,"0,06","0,04","0,02",BRC0685B,Nome não encontrado
Zinco,mg,"0,95","0,67","0,38",BRC0685B,Nome não encontrado
Cobre,mg,"0,06","0,04","0,02",BRC0685B,Nome não encontrado
Selênio,mcg,"5,02","3,51","2,01",BRC0685B,Nome não encontrado
Vitamina A (RE),mcg,"38,2","26,8","15,3",BRC0685B,Nome não encontrado
Vitamina A (RAE),mcg,"37,0","25,9","14,8",BRC0685B,Nome não encontrado
Vitamina D,mcg,"0,01","0,01","0,00",BRC0685B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,18","0,11",BRC0685B,Nome não encontrado
Tiamina,mg,"0,05","0,03","0,02",BRC0685B,Nome não encontrado
Riboflavina,mg,"0,09","0,07","0,04",BRC0685B,Nome não encontrado
Niacina,mg,"0,36","0,25","0,14",BRC0685B,Nome não encontrado
Vitamina B6,mg,"0,06","0,04","0,02",BRC0685B,Nome não encontrado
Vitamina B12,mcg,"0,57","0,40","0,23",BRC0685B,Nome não encontrado
Vitamina C,mg,"2,48","1,74","0,99",BRC0685B,Nome não encontrado
Equivalente de folato,mcg,"9,22","6,45","3,69",BRC0685B,Nome não encontrado
Sal de adição,g,"0,47","0,33","0,19",BRC0685B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0685B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0685B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0685B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0685B,Nome não encontrado
