componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,817,898,BRC0098F,Nome não encontrado
Energia,kcal,195,214,BRC0098F,Nome não encontrado
Umidade,g,"61,5","67,6",BRC0098F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0098F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0098F,Nome não encontrado
Proteína,g,"28,2","31,0",BRC0098F,Nome não encontrado
Lipídios,g,"9,12","10,0",BRC0098F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0098F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0098F,Nome não encontrado
Cinzas,g,"1,23","1,35",BRC0098F,Nome não encontrado
Colesterol,mg,114,126,BRC0098F,Nome não encontrado
Ácidos graxos saturados,g,"2,44","2,69",BRC0098F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,22","3,54",BRC0098F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,93","2,12",BRC0098F,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,11",BRC0098F,Nome não encontrado
Cálcio,mg,"14,3","15,8",BRC0098F,Nome não encontrado
Ferro,mg,"0,95","1,05",BRC0098F,Nome não encontrado
Sódio,mg,"71,3","78,5",BRC0098F,Nome não encontrado
Magnésio,mg,"17,5","19,2",BRC0098F,Nome não encontrado
Fósforo,mg,236,259,BRC0098F,Nome não encontrado
Potássio,mg,296,325,BRC0098F,Nome não encontrado
Manganês,mg,"0,03","0,03",BRC0098F,Nome não encontrado
Zinco,mg,"1,70","1,87",BRC0098F,Nome não encontrado
Cobre,mg,"0,05","0,05",BRC0098F,Nome não encontrado
Selênio,mcg,,,BRC0098F,Nome não encontrado
Vitamina A (RE),mcg,"8,56","9,42",BRC0098F,Nome não encontrado
Vitamina A (RAE),mcg,"8,56","9,42",BRC0098F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0098F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0098F,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0098F,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0098F,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0098F,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0098F,Nome não encontrado
Vitamina B12,mcg,"0,24","0,26",BRC0098F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0098F,Nome não encontrado
Equivalente de folato,mcg,"5,14","5,65",BRC0098F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0098F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0098F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0098F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0098F,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0098F,Nome não encontrado
