componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,605,BRC0817A,Nome não encontrado
Energia,kcal,144,BRC0817A,Nome não encontrado
Umidade,g,"64,3",BRC0817A,Nome não encontrado
Carboidrato total,g,"24,8",BRC0817A,Nome não encontrado
Carboidrato disponível,g,"20,0",BRC0817A,Nome não encontrado
Proteína,g,"6,52",BRC0817A,Nome não encontrado
Lipídios,g,"3,09",BRC0817A,Nome não encontrado
Fibra alimentar,g,"4,84",BRC0817A,Nome não encontrado
Álcool,g,"0,00",BRC0817A,Nome não encontrado
Cinzas,g,"1,21",BRC0817A,Nome não encontrado
Colesterol,mg,"10,9",BRC0817A,Nome não encontrado
Ácidos graxos saturados,g,"0,97",BRC0817A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,01",BRC0817A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,10",BRC0817A,Nome não encontrado
Ácidos graxos trans,g,"0,05",BRC0817A,Nome não encontrado
Cálcio,mg,"22,7",BRC0817A,Nome não encontrado
Ferro,mg,"1,18",BRC0817A,Nome não encontrado
Sódio,mg,222,BRC0817A,Nome não encontrado
Magnésio,mg,"32,1",BRC0817A,Nome não encontrado
Fósforo,mg,"80,7",BRC0817A,Nome não encontrado
Potássio,mg,207,BRC0817A,Nome não encontrado
Manganês,mg,"0,62",BRC0817A,Nome não encontrado
Zinco,mg,"1,67",BRC0817A,Nome não encontrado
Cobre,mg,"0,32",BRC0817A,Nome não encontrado
Selênio,mcg,"1,83",BRC0817A,Nome não encontrado
Vitamina A (RE),mcg,"0,05",BRC0817A,Nome não encontrado
Vitamina A (RAE),mcg,"0,02",BRC0817A,Nome não encontrado
Vitamina D,mcg,"0,03",BRC0817A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26",BRC0817A,Nome não encontrado
Tiamina,mg,"0,05",BRC0817A,Nome não encontrado
Riboflavina,mg,"0,01",BRC0817A,Nome não encontrado
Niacina,mg,"0,37",BRC0817A,Nome não encontrado
Vitamina B6,mg,"0,03",BRC0817A,Nome não encontrado
Vitamina B12,mcg,"0,11",BRC0817A,Nome não encontrado
Vitamina C,mg,"0,35",BRC0817A,Nome não encontrado
Equivalente de folato,mcg,"44,0",BRC0817A,Nome não encontrado
Sal de adição,g,,BRC0817A,Nome não encontrado
Açúcar de adição,g,,BRC0817A,Nome não encontrado
Gordura de adição,g,-,BRC0817A,Nome não encontrado
Proteína vegetal,g,-,BRC0817A,Nome não encontrado
Proteína animal,g,-,BRC0817A,Nome não encontrado
