componente,unidade,Valor por 100g,Porção Média (80 g),codigo_alimento,nome_alimento
Energia,kJ,438,350,BRC0135F,Nome não encontrado
Energia,kcal,104,82,BRC0135F,Nome não encontrado
Umidade,g,"75,1","60,0",BRC0135F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0135F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0135F,Nome não encontrado
Proteína,g,"22,5","18,0",BRC0135F,Nome não encontrado
Lipídios,g,"1,50","1,20",BRC0135F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0135F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0135F,Nome não encontrado
Cinzas,g,"0,95","0,76",BRC0135F,Nome não encontrado
Colesterol,mg,"29,1","23,3",BRC0135F,Nome não encontrado
Ácidos graxos saturados,g,"0,55","0,44",BRC0135F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,65","0,52",BRC0135F,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0135F,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0135F,Nome não encontrado
Cálcio,mg,"7,29","5,83",BRC0135F,Nome não encontrado
Ferro,mg,"0,43","0,34",BRC0135F,Nome não encontrado
Sódio,mg,"55,6","44,5",BRC0135F,Nome não encontrado
Magnésio,mg,"30,9","24,8",BRC0135F,Nome não encontrado
Fósforo,mg,219,175,BRC0135F,Nome não encontrado
Potássio,mg,264,211,BRC0135F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0135F,Nome não encontrado
Zinco,mg,"0,66","0,53",BRC0135F,Nome não encontrado
Cobre,mg,"0,03","0,02",BRC0135F,Nome não encontrado
Selênio,mcg,,,BRC0135F,Nome não encontrado
Vitamina A (RE),mcg,"0,99","0,79",BRC0135F,Nome não encontrado
Vitamina A (RAE),mcg,"0,99","0,79",BRC0135F,Nome não encontrado
Vitamina D,mcg,,,BRC0135F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,02",BRC0135F,Nome não encontrado
Tiamina,mg,"0,10","0,08",BRC0135F,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0135F,Nome não encontrado
Niacina,mg,"5,80","4,64",BRC0135F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0135F,Nome não encontrado
Vitamina B12,mcg,"0,21","0,17",BRC0135F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0135F,Nome não encontrado
Equivalente de folato,mcg,"5,05","4,04",BRC0135F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0135F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0135F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0135F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0135F,Nome não encontrado
Proteína animal,g,"22,5","18,0",BRC0135F,Nome não encontrado
