componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,2161,648,BRC0082K,Nome não encontrado
Energia,kcal,517,155,BRC0082K,Nome não encontrado
Umidade,g,"2,91","0,87",BRC0082K,Nome não encontrado
Carboidrato total,g,"54,7","16,4",BRC0082K,Nome não encontrado
Carboidrato disponível,g,"51,3","15,4",BRC0082K,Nome não encontrado
Proteína,g,"13,2","3,95",BRC0082K,Nome não encontrado
Lipídios,g,"28,0","8,41",BRC0082K,Nome não encontrado
Fibra alimentar,g,"3,39","1,02",BRC0082K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0082K,Nome não encontrado
Cinzas,g,"1,15","0,34",BRC0082K,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0082K,Nome não encontrado
Ácidos graxos saturados,g,"5,08","1,52",BRC0082K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"14,4","4,32",BRC0082K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"8,25","2,48",BRC0082K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0082K,Nome não encontrado
Cálcio,mg,"27,1","8,13",BRC0082K,Nome não encontrado
Ferro,mg,"1,26","0,38",BRC0082K,Nome não encontrado
Sódio,mg,"16,3","4,90",BRC0082K,Nome não encontrado
Magnésio,mg,107,"32,4",BRC0082K,Nome não encontrado
Fósforo,mg,170,"51,2",BRC0082K,Nome não encontrado
Potássio,mg,355,106,BRC0082K,Nome não encontrado
Manganês,mg,"1,09","0,33",BRC0082K,Nome não encontrado
Zinco,mg,"1,43","0,43",BRC0082K,Nome não encontrado
Cobre,mg,"0,43","0,13",BRC0082K,Nome não encontrado
Selênio,mcg,"4,41","1,32",BRC0082K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0082K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0082K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0082K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,47","1,34",BRC0082K,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0082K,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0082K,Nome não encontrado
Niacina,mg,"5,94","1,78",BRC0082K,Nome não encontrado
Vitamina B6,mg,"0,11","0,03",BRC0082K,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0082K,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0082K,Nome não encontrado
Equivalente de folato,mcg,110,"33,2",BRC0082K,Nome não encontrado
Sal de adição,g,,,BRC0082K,Nome não encontrado
Açúcar de adição,g,,,BRC0082K,Nome não encontrado
Gordura de adição,g,-,-,BRC0082K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0082K,Nome não encontrado
Proteína animal,g,-,-,BRC0082K,Nome não encontrado
