componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,1540,307,BRC0107A,Nome não encontrado
Energia,kcal,363,72,BRC0107A,Nome não encontrado
Umidade,g,"7,51","1,50",BRC0107A,Nome não encontrado
Carboidrato total,g,"77,2","15,4",BRC0107A,Nome não encontrado
Carboidrato disponível,g,"72,4","14,5",BRC0107A,Nome não encontrado
Proteína,g,"12,1","2,43",BRC0107A,Nome não encontrado
Lipídios,g,"1,73","0,35",BRC0107A,Nome não encontrado
Fibra alimentar,g,"4,81","0,96",BRC0107A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0107A,Nome não encontrado
Cinzas,g,"1,41","0,28",BRC0107A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0107A,Nome não encontrado
Ácidos graxos saturados,g,"0,51","0,10",BRC0107A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,42","0,08",BRC0107A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,75","0,15",BRC0107A,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,01",BRC0107A,Nome não encontrado
Cálcio,mg,"36,2","7,24",BRC0107A,Nome não encontrado
Ferro,mg,"6,91","1,38",BRC0107A,Nome não encontrado
Sódio,mg,340,"68,2",BRC0107A,Nome não encontrado
Magnésio,mg,"58,3","11,7",BRC0107A,Nome não encontrado
Fósforo,mg,199,"40,0",BRC0107A,Nome não encontrado
Potássio,mg,217,"43,5",BRC0107A,Nome não encontrado
Manganês,mg,"1,66","0,33",BRC0107A,Nome não encontrado
Zinco,mg,"1,71","0,34",BRC0107A,Nome não encontrado
Cobre,mg,"0,27","0,05",BRC0107A,Nome não encontrado
Selênio,mcg,"42,4","8,48",BRC0107A,Nome não encontrado
Vitamina A (RE),mcg,"0,17","0,03",BRC0107A,Nome não encontrado
Vitamina A (RAE),mcg,"0,09","0,02",BRC0107A,Nome não encontrado
Vitamina D,mcg,,,BRC0107A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,42","0,08",BRC0107A,Nome não encontrado
Tiamina,mg,"0,26","0,05",BRC0107A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0107A,Nome não encontrado
Niacina,mg,traços,traços,BRC0107A,Nome não encontrado
Vitamina B6,mg,"0,09","0,02",BRC0107A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0107A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0107A,Nome não encontrado
Equivalente de folato,mcg,165,"33,1",BRC0107A,Nome não encontrado
Sal de adição,g,,,BRC0107A,Nome não encontrado
Açúcar de adição,g,,,BRC0107A,Nome não encontrado
Gordura de adição,g,,,BRC0107A,Nome não encontrado
Proteína vegetal,g,,,BRC0107A,Nome não encontrado
Proteína animal,g,,,BRC0107A,Nome não encontrado
