componente,unidade,Valor por 100g,Colher sopa cheia (42 g),Colher sopa rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,466,195,139,BRC0299B,Nome não encontrado
Energia,kcal,111,46,33,BRC0299B,Nome não encontrado
Umidade,g,"73,3","30,8","22,0",BRC0299B,Nome não encontrado
Carboidrato total,g,"22,4","9,42","6,73",BRC0299B,Nome não encontrado
Carboidrato disponível,g,"19,8","8,30","5,93",BRC0299B,Nome não encontrado
Proteína,g,"0,83","0,35","0,25",BRC0299B,Nome não encontrado
Lipídios,g,"2,55","1,07","0,77",BRC0299B,Nome não encontrado
Fibra alimentar,g,"2,66","1,12","0,80",BRC0299B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0299B,Nome não encontrado
Cinzas,g,"0,92","0,39","0,28",BRC0299B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0299B,Nome não encontrado
Ácidos graxos saturados,g,"0,40","0,17","0,12",BRC0299B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,55","0,23","0,17",BRC0299B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,50","0,63","0,45",BRC0299B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0299B,Nome não encontrado
Cálcio,mg,"21,0","8,84","6,31",BRC0299B,Nome não encontrado
Ferro,mg,"0,23","0,10","0,07",BRC0299B,Nome não encontrado
Sódio,mg,191,"80,2","57,3",BRC0299B,Nome não encontrado
Magnésio,mg,"13,6","5,72","4,09",BRC0299B,Nome não encontrado
Fósforo,mg,"18,8","7,89","5,63",BRC0299B,Nome não encontrado
Potássio,mg,181,"76,1","54,3",BRC0299B,Nome não encontrado
Manganês,mg,"0,17","0,07","0,05",BRC0299B,Nome não encontrado
Zinco,mg,"0,15","0,06","0,05",BRC0299B,Nome não encontrado
Cobre,mg,"0,08","0,03","0,02",BRC0299B,Nome não encontrado
Selênio,mcg,"0,19","0,08","0,06",BRC0299B,Nome não encontrado
Vitamina A (RE),mcg,1365,573,409,BRC0299B,Nome não encontrado
Vitamina A (RAE),mcg,682,286,204,BRC0299B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0299B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,44","0,60","0,43",BRC0299B,Nome não encontrado
Tiamina,mg,"0,10","0,04","0,03",BRC0299B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0299B,Nome não encontrado
Niacina,mg,"3,14","1,32","0,94",BRC0299B,Nome não encontrado
Vitamina B6,mg,"0,06","0,03","0,02",BRC0299B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0299B,Nome não encontrado
Vitamina C,mg,"29,0","12,2","8,71",BRC0299B,Nome não encontrado
Equivalente de folato,mcg,"7,21","3,03","2,16",BRC0299B,Nome não encontrado
Sal de adição,g,"0,47","0,20","0,14",BRC0299B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0299B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0299B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0299B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0299B,Nome não encontrado
