componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,306,168,BRC0354N,Nome não encontrado
Energia,kcal,72,39,BRC0354N,Nome não encontrado
Umidade,g,"82,3","45,3",BRC0354N,Nome não encontrado
Carboidrato total,g,"3,75","2,06",BRC0354N,Nome não encontrado
Carboidrato disponível,g,"2,85","1,57",BRC0354N,Nome não encontrado
Proteína,g,"11,8","6,47",BRC0354N,Nome não encontrado
Lipídios,g,"1,35","0,74",BRC0354N,Nome não encontrado
Fibra alimentar,g,"0,90","0,50",BRC0354N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0354N,Nome não encontrado
Cinzas,g,"0,83","0,45",BRC0354N,Nome não encontrado
Colesterol,mg,"31,4","17,3",BRC0354N,Nome não encontrado
Ácidos graxos saturados,g,"0,44","0,24",BRC0354N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,45","0,25",BRC0354N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,27","0,15",BRC0354N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0354N,Nome não encontrado
Cálcio,mg,"7,27","4,00",BRC0354N,Nome não encontrado
Ferro,mg,"0,25","0,14",BRC0354N,Nome não encontrado
Sódio,mg,113,"62,7",BRC0354N,Nome não encontrado
Magnésio,mg,"9,05","4,98",BRC0354N,Nome não encontrado
Fósforo,mg,"91,9","50,5",BRC0354N,Nome não encontrado
Potássio,mg,148,"81,5",BRC0354N,Nome não encontrado
Manganês,mg,"0,08","0,04",BRC0354N,Nome não encontrado
Zinco,mg,"0,48","0,26",BRC0354N,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0354N,Nome não encontrado
Selênio,mcg,"4,36","2,40",BRC0354N,Nome não encontrado
Vitamina A (RE),mcg,140,"77,0",BRC0354N,Nome não encontrado
Vitamina A (RAE),mcg,"70,2","38,6",BRC0354N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0354N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,83","1,00",BRC0354N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0354N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0354N,Nome não encontrado
Niacina,mg,"2,70","1,48",BRC0354N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0354N,Nome não encontrado
Vitamina B12,mcg,"0,06","0,03",BRC0354N,Nome não encontrado
Vitamina C,mg,"2,98","1,64",BRC0354N,Nome não encontrado
Equivalente de folato,mcg,"8,10","4,46",BRC0354N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0354N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0354N,Nome não encontrado
Gordura de adição,g,-,-,BRC0354N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0354N,Nome não encontrado
Proteína animal,g,-,-,BRC0354N,Nome não encontrado
