componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (70 g),codigo_alimento,nome_alimento
Energia,kJ,112,78,BRC0953B,Nome não encontrado
Energia,kcal,27,18,BRC0953B,Nome não encontrado
Umidade,g,"92,5","64,8",BRC0953B,Nome não encontrado
Carboidrato total,g,"2,09","1,47",BRC0953B,Nome não encontrado
Carboidrato disponível,g,"0,20","0,14",BRC0953B,Nome não encontrado
Proteína,g,"3,98","2,78",BRC0953B,Nome não encontrado
Lipídios,g,"0,69","0,48",BRC0953B,Nome não encontrado
Fibra alimentar,g,"1,89","1,33",BRC0953B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0953B,Nome não encontrado
Cinzas,g,"0,72","0,50",BRC0953B,Nome não encontrado
Colesterol,mg,"90,7","63,5",BRC0953B,Nome não encontrado
Ácidos graxos saturados,g,"6,85","4,79",BRC0953B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"10,2","7,15",BRC0953B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,51","1,76",BRC0953B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0953B,Nome não encontrado
Cálcio,mg,"13,0","9,12",BRC0953B,Nome não encontrado
Ferro,mg,"2,82","1,98",BRC0953B,Nome não encontrado
Sódio,mg,197,138,BRC0953B,Nome não encontrado
Magnésio,mg,"21,9","15,4",BRC0953B,Nome não encontrado
Fósforo,mg,269,188,BRC0953B,Nome não encontrado
Potássio,mg,327,229,BRC0953B,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0953B,Nome não encontrado
Zinco,mg,"2,61","1,83",BRC0953B,Nome não encontrado
Cobre,mg,"0,26","0,18",BRC0953B,Nome não encontrado
Selênio,mcg,"21,7","15,2",BRC0953B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0953B,Nome não encontrado
Vitamina A (RAE),mcg,"7,97","5,58",BRC0953B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0953B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,01",BRC0953B,Nome não encontrado
Tiamina,mg,"0,08","0,05",BRC0953B,Nome não encontrado
Riboflavina,mg,"0,32","0,23",BRC0953B,Nome não encontrado
Niacina,mg,"4,16","2,91",BRC0953B,Nome não encontrado
Vitamina B6,mg,"0,37","0,26",BRC0953B,Nome não encontrado
Vitamina B12,mcg,"0,41","0,29",BRC0953B,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0953B,Nome não encontrado
Equivalente de folato,mcg,"1,99","1,40",BRC0953B,Nome não encontrado
Sal de adição,g,"0,32","0,22",BRC0953B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0953B,Nome não encontrado
Gordura de adição,g,-,-,BRC0953B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0953B,Nome não encontrado
Proteína animal,g,-,-,BRC0953B,Nome não encontrado
