componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1489,372,BRC0088B,Nome não encontrado
Energia,kcal,351,87,BRC0088B,Nome não encontrado
Umidade,g,"8,34","2,09",BRC0088B,Nome não encontrado
Carboidrato total,g,"89,2","22,3",BRC0088B,Nome não encontrado
Carboidrato disponível,g,"82,7","20,7",BRC0088B,Nome não encontrado
Proteína,g,"1,23","0,31",BRC0088B,Nome não encontrado
Lipídios,g,"0,29","0,07",BRC0088B,Nome não encontrado
Fibra alimentar,g,"6,54","1,64",BRC0088B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0088B,Nome não encontrado
Cinzas,g,"0,95","0,24",BRC0088B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0088B,Nome não encontrado
Ácidos graxos saturados,g,"0,10","0,03",BRC0088B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,10","0,03",BRC0088B,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0088B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0088B,Nome não encontrado
Cálcio,mg,"75,5","18,9",BRC0088B,Nome não encontrado
Ferro,mg,"1,19","0,30",BRC0088B,Nome não encontrado
Sódio,mg,"10,3","2,58",BRC0088B,Nome não encontrado
Magnésio,mg,"40,0","10,0",BRC0088B,Nome não encontrado
Fósforo,mg,"38,6","9,66",BRC0088B,Nome não encontrado
Potássio,mg,327,"81,9",BRC0088B,Nome não encontrado
Manganês,mg,"0,37","0,09",BRC0088B,Nome não encontrado
Zinco,mg,"0,36","0,09",BRC0088B,Nome não encontrado
Cobre,mg,traços,traços,BRC0088B,Nome não encontrado
Selênio,mcg,"1,59","0,40",BRC0088B,Nome não encontrado
Vitamina A (RE),mcg,"0,29","0,07",BRC0088B,Nome não encontrado
Vitamina A (RAE),mcg,"0,15","0,04",BRC0088B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0088B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,20","0,05",BRC0088B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0088B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0088B,Nome não encontrado
Niacina,mg,traços,traços,BRC0088B,Nome não encontrado
Vitamina B6,mg,"0,81","0,20",BRC0088B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0088B,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0088B,Nome não encontrado
Equivalente de folato,mcg,"43,0","10,7",BRC0088B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0088B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0088B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0088B,Nome não encontrado
Proteína vegetal,g,"1,23","0,31",BRC0088B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0088B,Nome não encontrado
