componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,976,BRC1028F,Nome não encontrado
Energia,kcal,232,BRC1028F,Nome não encontrado
Umidade,g,"51,6",BRC1028F,Nome não encontrado
Carboidrato total,g,"14,7",BRC1028F,Nome não encontrado
Carboidrato disponível,g,"14,0",BRC1028F,Nome não encontrado
Proteína,g,"23,2",BRC1028F,Nome não encontrado
Lipídios,g,"9,16",BRC1028F,Nome não encontrado
Fibra alimentar,g,"0,71",BRC1028F,Nome não encontrado
Álcool,g,"0,00",BRC1028F,Nome não encontrado
Cinzas,g,"1,39",BRC1028F,Nome não encontrado
Colesterol,mg,100,BRC1028F,Nome não encontrado
Ácidos graxos saturados,g,"1,67",BRC1028F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,30",BRC1028F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,78",BRC1028F,Nome não encontrado
Ácidos graxos trans,g,"0,07",BRC1028F,Nome não encontrado
Cálcio,mg,"20,4",BRC1028F,Nome não encontrado
Ferro,mg,"3,80",BRC1028F,Nome não encontrado
Sódio,mg,289,BRC1028F,Nome não encontrado
Magnésio,mg,"21,9",BRC1028F,Nome não encontrado
Fósforo,mg,174,BRC1028F,Nome não encontrado
Potássio,mg,267,BRC1028F,Nome não encontrado
Manganês,mg,"0,21",BRC1028F,Nome não encontrado
Zinco,mg,"3,16",BRC1028F,Nome não encontrado
Cobre,mg,"0,07",BRC1028F,Nome não encontrado
Selênio,mcg,"6,24",BRC1028F,Nome não encontrado
Vitamina A (RE),mcg,"20,8",BRC1028F,Nome não encontrado
Vitamina A (RAE),mcg,"20,8",BRC1028F,Nome não encontrado
Vitamina D,mcg,"0,19",BRC1028F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,82",BRC1028F,Nome não encontrado
Tiamina,mg,"0,08",BRC1028F,Nome não encontrado
Riboflavina,mg,"0,27",BRC1028F,Nome não encontrado
Niacina,mg,"3,15",BRC1028F,Nome não encontrado
Vitamina B6,mg,"0,08",BRC1028F,Nome não encontrado
Vitamina B12,mcg,"0,89",BRC1028F,Nome não encontrado
Vitamina C,mg,traços,BRC1028F,Nome não encontrado
Equivalente de folato,mcg,"49,9",BRC1028F,Nome não encontrado
Sal de adição,g,,BRC1028F,Nome não encontrado
Açúcar de adição,g,,BRC1028F,Nome não encontrado
Gordura de adição,g,-,BRC1028F,Nome não encontrado
Proteína vegetal,g,-,BRC1028F,Nome não encontrado
Proteína animal,g,-,BRC1028F,Nome não encontrado
