componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,264,633,435,BRC0084G,Nome não encontrado
Energia,kcal,63,150,103,BRC0084G,Nome não encontrado
Umidade,g,"86,3",207,142,BRC0084G,Nome não encontrado
Carboidrato total,g,"8,83","21,2","14,6",BRC0084G,Nome não encontrado
Carboidrato disponível,g,"8,40","20,2","13,9",BRC0084G,Nome não encontrado
Proteína,g,"2,10","5,03","3,46",BRC0084G,Nome não encontrado
Lipídios,g,"2,22","5,32","3,65",BRC0084G,Nome não encontrado
Fibra alimentar,g,"0,42","1,02","0,70",BRC0084G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0084G,Nome não encontrado
Cinzas,g,"0,53","1,28","0,88",BRC0084G,Nome não encontrado
Colesterol,mg,"8,47","20,3","14,0",BRC0084G,Nome não encontrado
Ácidos graxos saturados,g,"1,38","3,31","2,28",BRC0084G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,64","1,54","1,06",BRC0084G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,20","0,14",BRC0084G,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0084G,Nome não encontrado
Cálcio,mg,"74,1",177,122,BRC0084G,Nome não encontrado
Ferro,mg,"0,08","0,19","0,13",BRC0084G,Nome não encontrado
Sódio,mg,"43,7",104,"72,1",BRC0084G,Nome não encontrado
Magnésio,mg,"7,30","17,5","12,0",BRC0084G,Nome não encontrado
Fósforo,mg,"59,0",141,"97,4",BRC0084G,Nome não encontrado
Potássio,mg,114,275,189,BRC0084G,Nome não encontrado
Manganês,mg,"0,01","0,02","0,02",BRC0084G,Nome não encontrado
Zinco,mg,"0,26","0,63","0,43",BRC0084G,Nome não encontrado
Cobre,mg,"0,03","0,08","0,05",BRC0084G,Nome não encontrado
Selênio,mcg,"3,29","7,90","5,43",BRC0084G,Nome não encontrado
Vitamina A (RE),mcg,"35,7","85,6","58,9",BRC0084G,Nome não encontrado
Vitamina A (RAE),mcg,"34,3","82,3","56,6",BRC0084G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0084G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,26","0,18",BRC0084G,Nome não encontrado
Tiamina,mg,"0,03","0,06","0,04",BRC0084G,Nome não encontrado
Riboflavina,mg,"0,16","0,39","0,27",BRC0084G,Nome não encontrado
Niacina,mg,"1,04","2,50","1,72",BRC0084G,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0084G,Nome não encontrado
Vitamina B12,mcg,"0,26","0,61","0,42",BRC0084G,Nome não encontrado
Vitamina C,mg,"0,76","1,82","1,25",BRC0084G,Nome não encontrado
Equivalente de folato,mcg,"3,55","8,52","5,86",BRC0084G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0084G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0084G,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0084G,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0084G,Nome não encontrado
Proteína animal,g,-,-,-,BRC0084G,Nome não encontrado
