componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,844,928,BRC0163F,Nome não encontrado
Energia,kcal,200,220,BRC0163F,Nome não encontrado
Umidade,g,"56,6","62,2",BRC0163F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0163F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0163F,Nome não encontrado
Proteína,g,"35,7","39,3",BRC0163F,Nome não encontrado
Lipídios,g,"6,40","7,04",BRC0163F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0163F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0163F,Nome não encontrado
Cinzas,g,"1,37","1,50",BRC0163F,Nome não encontrado
Colesterol,mg,103,113,BRC0163F,Nome não encontrado
Ácidos graxos saturados,g,"2,60","2,86",BRC0163F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,90","3,19",BRC0163F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,70","0,77",BRC0163F,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,02",BRC0163F,Nome não encontrado
Cálcio,mg,"19,5","21,5",BRC0163F,Nome não encontrado
Ferro,mg,"0,46","0,50",BRC0163F,Nome não encontrado
Sódio,mg,"38,9","42,8",BRC0163F,Nome não encontrado
Magnésio,mg,"18,1","20,0",BRC0163F,Nome não encontrado
Fósforo,mg,238,262,BRC0163F,Nome não encontrado
Potássio,mg,311,342,BRC0163F,Nome não encontrado
Manganês,mg,traços,traços,BRC0163F,Nome não encontrado
Zinco,mg,"1,76","1,93",BRC0163F,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0163F,Nome não encontrado
Selênio,mcg,,,BRC0163F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0163F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0163F,Nome não encontrado
Vitamina D,mcg,"0,36","0,40",BRC0163F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,16",BRC0163F,Nome não encontrado
Tiamina,mg,"0,75","0,82",BRC0163F,Nome não encontrado
Riboflavina,mg,"0,07","0,07",BRC0163F,Nome não encontrado
Niacina,mg,"12,4","13,7",BRC0163F,Nome não encontrado
Vitamina B6,mg,"0,11","0,12",BRC0163F,Nome não encontrado
Vitamina B12,mcg,"0,81","0,89",BRC0163F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0163F,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0163F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0163F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0163F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0163F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0163F,Nome não encontrado
Proteína animal,g,"35,7","39,3",BRC0163F,Nome não encontrado
