componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1634,261,BRC0056R,Nome não encontrado
Energia,kcal,385,61,BRC0056R,Nome não encontrado
Umidade,g,"4,40","0,70",BRC0056R,Nome não encontrado
Carboidrato total,g,"94,4","15,1",BRC0056R,Nome não encontrado
Carboidrato disponível,g,"94,0","15,0",BRC0056R,Nome não encontrado
Proteína,g,,,BRC0056R,Nome não encontrado
Lipídios,g,"0,90","0,14",BRC0056R,Nome não encontrado
Fibra alimentar,g,"0,44","0,07",BRC0056R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0056R,Nome não encontrado
Cinzas,g,"0,30","0,05",BRC0056R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0056R,Nome não encontrado
Ácidos graxos saturados,g,"0,90","0,14",BRC0056R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0056R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0056R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0056R,Nome não encontrado
Cálcio,mg,"7,94","1,27",BRC0056R,Nome não encontrado
Ferro,mg,"0,57","0,09",BRC0056R,Nome não encontrado
Sódio,mg,677,108,BRC0056R,Nome não encontrado
Magnésio,mg,"14,9","2,38",BRC0056R,Nome não encontrado
Fósforo,mg,"34,7","5,56",BRC0056R,Nome não encontrado
Potássio,mg,132,"21,1",BRC0056R,Nome não encontrado
Manganês,mg,,,BRC0056R,Nome não encontrado
Zinco,mg,"0,35","0,06",BRC0056R,Nome não encontrado
Cobre,mg,,,BRC0056R,Nome não encontrado
Selênio,mcg,,,BRC0056R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0056R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0056R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0056R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0056R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0056R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0056R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0056R,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0056R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0056R,Nome não encontrado
Vitamina C,mg,"0,30","0,05",BRC0056R,Nome não encontrado
Equivalente de folato,mcg,"1,99","0,32",BRC0056R,Nome não encontrado
Sal de adição,g,,,BRC0056R,Nome não encontrado
Açúcar de adição,g,,,BRC0056R,Nome não encontrado
Gordura de adição,g,,,BRC0056R,Nome não encontrado
Proteína vegetal,g,,,BRC0056R,Nome não encontrado
Proteína animal,g,,,BRC0056R,Nome não encontrado
