componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,172,412,283,BRC0257C,Nome não encontrado
Energia,kcal,40,96,66,BRC0257C,Nome não encontrado
Umidade,g,"89,1",213,147,BRC0257C,Nome não encontrado
Carboidrato total,g,"10,1","24,2","16,7",BRC0257C,Nome não encontrado
Carboidrato disponível,g,"8,82","21,2","14,6",BRC0257C,Nome não encontrado
Proteína,g,"0,34","0,82","0,56",BRC0257C,Nome não encontrado
Lipídios,g,"0,20","0,48","0,33",BRC0257C,Nome não encontrado
Fibra alimentar,g,"1,36","3,26","2,24",BRC0257C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0257C,Nome não encontrado
Cinzas,g,"0,22","0,53","0,36",BRC0257C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0257C,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,14","0,10",BRC0257C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,06","0,14","0,10",BRC0257C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00","0,00",BRC0257C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0257C,Nome não encontrado
Cálcio,mg,"5,76","13,8","9,50",BRC0257C,Nome não encontrado
Ferro,mg,"0,08","0,19","0,13",BRC0257C,Nome não encontrado
Sódio,mg,"0,58","1,39","0,96",BRC0257C,Nome não encontrado
Magnésio,mg,"5,50","13,2","9,08",BRC0257C,Nome não encontrado
Fósforo,mg,"7,80","18,7","12,9",BRC0257C,Nome não encontrado
Potássio,mg,108,259,178,BRC0257C,Nome não encontrado
Manganês,mg,"0,10","0,24","0,17",BRC0257C,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0257C,Nome não encontrado
Cobre,mg,"0,06","0,14","0,10",BRC0257C,Nome não encontrado
Selênio,mcg,"0,38","0,91","0,63",BRC0257C,Nome não encontrado
Vitamina A (RE),mcg,188,451,310,BRC0257C,Nome não encontrado
Vitamina A (RAE),mcg,"94,0",225,155,BRC0257C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0257C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,46","1,10","0,76",BRC0257C,Nome não encontrado
Tiamina,mg,"0,01","0,02","0,02",BRC0257C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0257C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0257C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,02",BRC0257C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0257C,Nome não encontrado
Vitamina C,mg,"19,1","45,9","31,6",BRC0257C,Nome não encontrado
Equivalente de folato,mcg,"28,2","67,7","46,5",BRC0257C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0257C,Nome não encontrado
Açúcar de adição,g,,,,BRC0257C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0257C,Nome não encontrado
Proteína vegetal,g,"0,34","0,82","0,56",BRC0257C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0257C,Nome não encontrado
