componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,89,22,15,BRC0478B,Nome não encontrado
Energia,kcal,21,5,3,BRC0478B,Nome não encontrado
Umidade,g,"93,5","23,4","16,8",BRC0478B,Nome não encontrado
Carboidrato total,g,"4,54","1,13","0,82",BRC0478B,Nome não encontrado
Carboidrato disponível,g,"2,89","0,72","0,52",BRC0478B,Nome não encontrado
Proteína,g,"0,94","0,24","0,17",BRC0478B,Nome não encontrado
Lipídios,g,"0,28","0,07","0,05",BRC0478B,Nome não encontrado
Fibra alimentar,g,"1,65","0,41","0,30",BRC0478B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0478B,Nome não encontrado
Cinzas,g,"0,72","0,18","0,13",BRC0478B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0478B,Nome não encontrado
Ácidos graxos saturados,g,"0,10","0,02","0,02",BRC0478B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00","0,00",BRC0478B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,03","0,02",BRC0478B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0478B,Nome não encontrado
Cálcio,mg,"8,35","2,09","1,50",BRC0478B,Nome não encontrado
Ferro,mg,"0,39","0,10","0,07",BRC0478B,Nome não encontrado
Sódio,mg,127,"32,0","23,0",BRC0478B,Nome não encontrado
Magnésio,mg,"10,4","2,59","1,87",BRC0478B,Nome não encontrado
Fósforo,mg,"15,7","3,92","2,82",BRC0478B,Nome não encontrado
Potássio,mg,165,"41,4","29,8",BRC0478B,Nome não encontrado
Manganês,mg,"0,14","0,03","0,02",BRC0478B,Nome não encontrado
Zinco,mg,"0,19","0,05","0,03",BRC0478B,Nome não encontrado
Cobre,mg,"0,07","0,02","0,01",BRC0478B,Nome não encontrado
Selênio,mcg,"0,21","0,05","0,04",BRC0478B,Nome não encontrado
Vitamina A (RE),mcg,"38,9","9,72","7,00",BRC0478B,Nome não encontrado
Vitamina A (RAE),mcg,"19,4","4,86","3,50",BRC0478B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0478B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,61","0,15","0,11",BRC0478B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0478B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0478B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0478B,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0478B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0478B,Nome não encontrado
Vitamina C,mg,"76,2","19,0","13,7",BRC0478B,Nome não encontrado
Equivalente de folato,mcg,"7,06","1,76","1,27",BRC0478B,Nome não encontrado
Sal de adição,g,"0,47","0,12","0,08",BRC0478B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0478B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0478B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0478B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0478B,Nome não encontrado
