componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,1329,1461,BRC0305F,Nome não encontrado
Energia,kcal,319,351,BRC0305F,Nome não encontrado
Umidade,g,"48,0","52,7",BRC0305F,Nome não encontrado
Carboidrato total,g,"0,03","0,03",BRC0305F,Nome não encontrado
Carboidrato disponível,g,"0,03","0,03",BRC0305F,Nome não encontrado
Proteína,g,"28,1","30,9",BRC0305F,Nome não encontrado
Lipídios,g,"23,0","25,3",BRC0305F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0305F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0305F,Nome não encontrado
Cinzas,g,"0,95","1,04",BRC0305F,Nome não encontrado
Colesterol,mg,"90,4","99,4",BRC0305F,Nome não encontrado
Ácidos graxos saturados,g,"5,48","6,02",BRC0305F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,38","5,91",BRC0305F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,20","0,22",BRC0305F,Nome não encontrado
Ácidos graxos trans,g,"0,23","0,25",BRC0305F,Nome não encontrado
Cálcio,mg,"7,59","8,35",BRC0305F,Nome não encontrado
Ferro,mg,"2,69","2,96",BRC0305F,Nome não encontrado
Sódio,mg,251,276,BRC0305F,Nome não encontrado
Magnésio,mg,"18,1","19,9",BRC0305F,Nome não encontrado
Fósforo,mg,211,232,BRC0305F,Nome não encontrado
Potássio,mg,319,351,BRC0305F,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0305F,Nome não encontrado
Zinco,mg,"5,26","5,79",BRC0305F,Nome não encontrado
Cobre,mg,"0,08","0,09",BRC0305F,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0305F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0305F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0305F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0305F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0305F,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0305F,Nome não encontrado
Riboflavina,mg,"0,08","0,08",BRC0305F,Nome não encontrado
Niacina,mg,"2,15","2,37",BRC0305F,Nome não encontrado
Vitamina B6,mg,"0,14","0,15",BRC0305F,Nome não encontrado
Vitamina B12,mcg,,,BRC0305F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0305F,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0305F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0305F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0305F,Nome não encontrado
Gordura de adição,g,-,-,BRC0305F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0305F,Nome não encontrado
Proteína animal,g,-,-,BRC0305F,Nome não encontrado
