componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,214,106,BRC0460B,Nome não encontrado
Energia,kcal,51,25,BRC0460B,Nome não encontrado
Umidade,g,"84,1","42,0",BRC0460B,Nome não encontrado
Carboidrato total,g,"12,0","5,98",BRC0460B,Nome não encontrado
Carboidrato disponível,g,"6,25","3,13",BRC0460B,Nome não encontrado
Proteína,g,"2,89","1,45",BRC0460B,Nome não encontrado
Lipídios,g,"0,34","0,17",BRC0460B,Nome não encontrado
Fibra alimentar,g,"5,70","2,85",BRC0460B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0460B,Nome não encontrado
Cinzas,g,"0,74","0,37",BRC0460B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0460B,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,04",BRC0460B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,01",BRC0460B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,07",BRC0460B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0460B,Nome não encontrado
Cálcio,mg,"21,0","10,5",BRC0460B,Nome não encontrado
Ferro,mg,"0,61","0,31",BRC0460B,Nome não encontrado
Sódio,mg,"60,0","30,0",BRC0460B,Nome não encontrado
Magnésio,mg,"42,0","21,0",BRC0460B,Nome não encontrado
Fósforo,mg,"73,0","36,5",BRC0460B,Nome não encontrado
Potássio,mg,286,143,BRC0460B,Nome não encontrado
Manganês,mg,"0,13","0,07",BRC0460B,Nome não encontrado
Zinco,mg,"0,60","0,30",BRC0460B,Nome não encontrado
Cobre,mg,"0,23","0,12",BRC0460B,Nome não encontrado
Selênio,mcg,"0,20","0,10",BRC0460B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0460B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0460B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0460B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,19","0,10",BRC0460B,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0460B,Nome não encontrado
Riboflavina,mg,"0,09","0,04",BRC0460B,Nome não encontrado
Niacina,mg,"1,11","0,56",BRC0460B,Nome não encontrado
Vitamina B6,mg,"0,08","0,04",BRC0460B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0460B,Nome não encontrado
Vitamina C,mg,"7,40","3,70",BRC0460B,Nome não encontrado
Equivalente de folato,mcg,"89,0","44,5",BRC0460B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0460B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0460B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0460B,Nome não encontrado
Proteína vegetal,g,"2,89","1,45",BRC0460B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0460B,Nome não encontrado
