componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,145,347,239,BRC0159C,Nome não encontrado
Energia,kcal,34,81,56,BRC0159C,Nome não encontrado
Umidade,g,"91,1",218,150,BRC0159C,Nome não encontrado
Carboidrato total,g,"8,44","20,3","13,9",BRC0159C,Nome não encontrado
Carboidrato disponível,g,"7,93","19,0","13,1",BRC0159C,Nome não encontrado
Proteína,g,"0,35","0,85","0,58",BRC0159C,Nome não encontrado
Lipídios,g,traços,traços,traços,BRC0159C,Nome não encontrado
Fibra alimentar,g,"0,51","1,22","0,84",BRC0159C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0159C,Nome não encontrado
Cinzas,g,"0,11","0,27","0,19",BRC0159C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0159C,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,traços,BRC0159C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0159C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0159C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0159C,Nome não encontrado
Cálcio,mg,"2,05","4,92","3,38",BRC0159C,Nome não encontrado
Ferro,mg,"0,30","0,72","0,50",BRC0159C,Nome não encontrado
Sódio,mg,"1,60","3,84","2,64",BRC0159C,Nome não encontrado
Magnésio,mg,"2,02","4,85","3,33",BRC0159C,Nome não encontrado
Fósforo,mg,"4,41","10,6","7,27",BRC0159C,Nome não encontrado
Potássio,mg,"47,4",113,"78,1",BRC0159C,Nome não encontrado
Manganês,mg,"0,01","0,03","0,02",BRC0159C,Nome não encontrado
Zinco,mg,"0,05","0,11","0,08",BRC0159C,Nome não encontrado
Cobre,mg,"0,02","0,05","0,03",BRC0159C,Nome não encontrado
Selênio,mcg,"0,00","0,00","0,00",BRC0159C,Nome não encontrado
Vitamina A (RE),mcg,"23,4","56,3","38,7",BRC0159C,Nome não encontrado
Vitamina A (RAE),mcg,"11,7","28,1","19,3",BRC0159C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0159C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,60","1,43","0,98",BRC0159C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0159C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0159C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0159C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0159C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0159C,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0159C,Nome não encontrado
Equivalente de folato,mcg,"4,14","9,93","6,82",BRC0159C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0159C,Nome não encontrado
Açúcar de adição,g,,,,BRC0159C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0159C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0159C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0159C,Nome não encontrado
