componente,unidade,Valor por 100g,Porção Média (60 g),codigo_alimento,nome_alimento
Energia,kJ,1482,889,BRC0468A,Nome não encontrado
Energia,kcal,352,211,BRC0468A,Nome não encontrado
Umidade,g,"21,8","13,1",BRC0468A,Nome não encontrado
Carboidrato total,g,"61,9","37,1",BRC0468A,Nome não encontrado
Carboidrato disponível,g,"58,5","35,1",BRC0468A,Nome não encontrado
Proteína,g,"5,48","3,29",BRC0468A,Nome não encontrado
Lipídios,g,"9,91","5,95",BRC0468A,Nome não encontrado
Fibra alimentar,g,"3,40","2,04",BRC0468A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0468A,Nome não encontrado
Cinzas,g,"0,88","0,53",BRC0468A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0468A,Nome não encontrado
Ácidos graxos saturados,g,"1,62","0,97",BRC0468A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,68","1,61",BRC0468A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,09","3,66",BRC0468A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0468A,Nome não encontrado
Cálcio,mg,"2,79","1,68",BRC0468A,Nome não encontrado
Ferro,mg,"3,76","2,26",BRC0468A,Nome não encontrado
Sódio,mg,187,112,BRC0468A,Nome não encontrado
Magnésio,mg,"41,0","24,6",BRC0468A,Nome não encontrado
Fósforo,mg,"80,3","48,2",BRC0468A,Nome não encontrado
Potássio,mg,"85,8","51,5",BRC0468A,Nome não encontrado
Manganês,mg,"0,27","0,16",BRC0468A,Nome não encontrado
Zinco,mg,"0,95","0,57",BRC0468A,Nome não encontrado
Cobre,mg,"0,08","0,05",BRC0468A,Nome não encontrado
Selênio,mcg,"2,95","1,77",BRC0468A,Nome não encontrado
Vitamina A (RE),mcg,"5,66","3,40",BRC0468A,Nome não encontrado
Vitamina A (RAE),mcg,"2,83","1,70",BRC0468A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0468A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,37","0,22",BRC0468A,Nome não encontrado
Tiamina,mg,"0,16","0,10",BRC0468A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0468A,Nome não encontrado
Niacina,mg,"0,53","0,32",BRC0468A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0468A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0468A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0468A,Nome não encontrado
Equivalente de folato,mcg,164,"98,7",BRC0468A,Nome não encontrado
Sal de adição,g,"0,47","0,28",BRC0468A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0468A,Nome não encontrado
Gordura de adição,g,-,-,BRC0468A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0468A,Nome não encontrado
Proteína animal,g,-,-,BRC0468A,Nome não encontrado
