componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,358,71,465,BRC0830B,Nome não encontrado
Energia,kcal,85,16,110,BRC0830B,Nome não encontrado
Umidade,g,"79,8","16,0",103,BRC0830B,Nome não encontrado
Carboidrato total,g,"12,9","2,58","16,8",BRC0830B,Nome não encontrado
Carboidrato disponível,g,"12,0","2,39","15,6",BRC0830B,Nome não encontrado
Proteína,g,"5,69","1,14","7,40",BRC0830B,Nome não encontrado
Lipídios,g,"1,36","0,27","1,77",BRC0830B,Nome não encontrado
Fibra alimentar,g,"0,93","0,19","1,21",BRC0830B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0830B,Nome não encontrado
Cinzas,g,"0,43","0,09","0,56",BRC0830B,Nome não encontrado
Colesterol,mg,"14,7","2,95","19,1",BRC0830B,Nome não encontrado
Ácidos graxos saturados,g,"0,33","0,07","0,43",BRC0830B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,38","0,08","0,50",BRC0830B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,57","0,11","0,74",BRC0830B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,02",BRC0830B,Nome não encontrado
Cálcio,mg,"13,4","2,67","17,4",BRC0830B,Nome não encontrado
Ferro,mg,"0,17","0,03","0,22",BRC0830B,Nome não encontrado
Sódio,mg,"6,86","1,37","8,92",BRC0830B,Nome não encontrado
Magnésio,mg,"14,4","2,87","18,7",BRC0830B,Nome não encontrado
Fósforo,mg,"51,2","10,2","66,5",BRC0830B,Nome não encontrado
Potássio,mg,108,"21,8",141,BRC0830B,Nome não encontrado
Manganês,mg,"0,06","0,01","0,08",BRC0830B,Nome não encontrado
Zinco,mg,"0,27","0,05","0,34",BRC0830B,Nome não encontrado
Cobre,mg,"0,02","0,00","0,03",BRC0830B,Nome não encontrado
Selênio,mcg,"2,18","0,44","2,83",BRC0830B,Nome não encontrado
Vitamina A (RE),mcg,"41,7","8,35","54,3",BRC0830B,Nome não encontrado
Vitamina A (RAE),mcg,"21,3","4,26","27,7",BRC0830B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0830B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,05","0,34",BRC0830B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,05",BRC0830B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0830B,Nome não encontrado
Niacina,mg,"1,31","0,26","1,70",BRC0830B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,04",BRC0830B,Nome não encontrado
Vitamina B12,mcg,"0,02","0,00","0,03",BRC0830B,Nome não encontrado
Vitamina C,mg,"5,23","1,05","6,80",BRC0830B,Nome não encontrado
Equivalente de folato,mcg,"7,79","1,56","10,1",BRC0830B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0830B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0830B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0830B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0830B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0830B,Nome não encontrado
