componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,528,316,211,BRC0863B,Nome não encontrado
Energia,kcal,126,75,50,BRC0863B,Nome não encontrado
Umidade,g,"72,2","43,3","28,9",BRC0863B,Nome não encontrado
Carboidrato total,g,"19,8","11,9","7,92",BRC0863B,Nome não encontrado
Carboidrato disponível,g,"17,9","10,7","7,16",BRC0863B,Nome não encontrado
Proteína,g,"2,44","1,47","0,98",BRC0863B,Nome não encontrado
Lipídios,g,"4,51","2,71","1,80",BRC0863B,Nome não encontrado
Fibra alimentar,g,"1,90","1,14","0,76",BRC0863B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0863B,Nome não encontrado
Cinzas,g,"1,04","0,63","0,42",BRC0863B,Nome não encontrado
Colesterol,mg,"10,8","6,48","4,32",BRC0863B,Nome não encontrado
Ácidos graxos saturados,g,"2,67","1,60","1,07",BRC0863B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,13","0,68","0,45",BRC0863B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,07","0,04",BRC0863B,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,09","0,06",BRC0863B,Nome não encontrado
Cálcio,mg,"15,0","9,03","6,02",BRC0863B,Nome não encontrado
Ferro,mg,"0,71","0,43","0,29",BRC0863B,Nome não encontrado
Sódio,mg,"0,61","0,37","0,24",BRC0863B,Nome não encontrado
Magnésio,mg,"19,5","11,7","7,78",BRC0863B,Nome não encontrado
Fósforo,mg,"52,1","31,3","20,8",BRC0863B,Nome não encontrado
Potássio,mg,524,314,209,BRC0863B,Nome não encontrado
Manganês,mg,"0,17","0,10","0,07",BRC0863B,Nome não encontrado
Zinco,mg,"0,34","0,20","0,14",BRC0863B,Nome não encontrado
Cobre,mg,"0,13","0,08","0,05",BRC0863B,Nome não encontrado
Selênio,mcg,"0,45","0,27","0,18",BRC0863B,Nome não encontrado
Vitamina A (RE),mcg,"52,6","31,5","21,0",BRC0863B,Nome não encontrado
Vitamina A (RAE),mcg,"53,1","31,9","21,2",BRC0863B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0863B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,06","0,04",BRC0863B,Nome não encontrado
Tiamina,mg,"0,11","0,06","0,04",BRC0863B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0863B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0863B,Nome não encontrado
Vitamina B6,mg,"0,19","0,11","0,08",BRC0863B,Nome não encontrado
Vitamina B12,mcg,"0,01","0,01","0,00",BRC0863B,Nome não encontrado
Vitamina C,mg,"33,3","20,0","13,3",BRC0863B,Nome não encontrado
Equivalente de folato,mcg,"17,2","10,3","6,90",BRC0863B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0863B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0863B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0863B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0863B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0863B,Nome não encontrado
