componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,232,557,383,BRC0126C,Nome não encontrado
Energia,kcal,55,131,90,BRC0126C,Nome não encontrado
Umidade,g,"86,0",206,141,BRC0126C,Nome não encontrado
Carboidrato total,g,"13,0","31,2","21,4",BRC0126C,Nome não encontrado
Carboidrato disponível,g,"12,8","30,8","21,2",BRC0126C,Nome não encontrado
Proteína,g,"0,58","1,39","0,96",BRC0126C,Nome não encontrado
Lipídios,g,"0,08","0,20","0,14",BRC0126C,Nome não encontrado
Fibra alimentar,g,"0,15","0,37","0,25",BRC0126C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0126C,Nome não encontrado
Cinzas,g,"0,31","0,73","0,50",BRC0126C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0126C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,03","0,02",BRC0126C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,04","0,03",BRC0126C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,05","0,03",BRC0126C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0126C,Nome não encontrado
Cálcio,mg,"8,50","20,4","14,0",BRC0126C,Nome não encontrado
Ferro,mg,"0,01","0,02","0,01",BRC0126C,Nome não encontrado
Sódio,mg,"0,95","2,27","1,56",BRC0126C,Nome não encontrado
Magnésio,mg,"6,17","14,8","10,2",BRC0126C,Nome não encontrado
Fósforo,mg,"11,4","27,4","18,9",BRC0126C,Nome não encontrado
Potássio,mg,114,273,188,BRC0126C,Nome não encontrado
Manganês,mg,"0,03","0,07","0,05",BRC0126C,Nome não encontrado
Zinco,mg,"0,01","0,02","0,02",BRC0126C,Nome não encontrado
Cobre,mg,"0,01","0,03","0,02",BRC0126C,Nome não encontrado
Selênio,mcg,"0,30","0,72","0,49",BRC0126C,Nome não encontrado
Vitamina A (RE),mcg,"19,2","46,1","31,7",BRC0126C,Nome não encontrado
Vitamina A (RAE),mcg,"9,60","23,0","15,8",BRC0126C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0126C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,02","0,02",BRC0126C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0126C,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,01",BRC0126C,Nome não encontrado
Niacina,mg,"0,06","0,15","0,10",BRC0126C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0126C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0126C,Nome não encontrado
Vitamina C,mg,181,436,300,BRC0126C,Nome não encontrado
Equivalente de folato,mcg,"16,4","39,4","27,1",BRC0126C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0126C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0126C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0126C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0126C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0126C,Nome não encontrado
