componente,unidade,Valor por 100g,Colher sopa cheia (14 g),Colher sopa rasa (8 g),codigo_alimento,nome_alimento
Energia,kJ,156,21,12,BRC1047B,Nome não encontrado
Energia,kcal,37,5,2,BRC1047B,Nome não encontrado
Umidade,g,"87,6","12,3","7,01",BRC1047B,Nome não encontrado
Carboidrato total,g,"8,63","1,21","0,69",BRC1047B,Nome não encontrado
Carboidrato disponível,g,"2,99","0,42","0,24",BRC1047B,Nome não encontrado
Proteína,g,"2,98","0,42","0,24",BRC1047B,Nome não encontrado
Lipídios,g,"0,26","0,04","0,02",BRC1047B,Nome não encontrado
Fibra alimentar,g,"5,61","0,79","0,45",BRC1047B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC1047B,Nome não encontrado
Cinzas,g,"0,56","0,08","0,04",BRC1047B,Nome não encontrado
Colesterol,mg,,,,BRC1047B,Nome não encontrado
Ácidos graxos saturados,g,,,,BRC1047B,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,,BRC1047B,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,,BRC1047B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC1047B,Nome não encontrado
Cálcio,mg,"30,5","4,27","2,44",BRC1047B,Nome não encontrado
Ferro,mg,"0,09","0,01","0,01",BRC1047B,Nome não encontrado
Sódio,mg,127,"17,9","10,2",BRC1047B,Nome não encontrado
Magnésio,mg,"11,6","1,62","0,92",BRC1047B,Nome não encontrado
Fósforo,mg,"0,22","0,03","0,02",BRC1047B,Nome não encontrado
Potássio,mg,"23,4","3,27","1,87",BRC1047B,Nome não encontrado
Manganês,mg,"0,20","0,03","0,02",BRC1047B,Nome não encontrado
Zinco,mg,"0,54","0,08","0,04",BRC1047B,Nome não encontrado
Cobre,mg,"0,01","0,00","0,00",BRC1047B,Nome não encontrado
Selênio,mcg,,,,BRC1047B,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC1047B,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC1047B,Nome não encontrado
Vitamina D,mcg,,,,BRC1047B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC1047B,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC1047B,Nome não encontrado
Riboflavina,mg,"0,09","0,01","0,01",BRC1047B,Nome não encontrado
Niacina,mg,"11,7","1,64","0,94",BRC1047B,Nome não encontrado
Vitamina B6,mg,"0,08","0,01","0,01",BRC1047B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC1047B,Nome não encontrado
Vitamina C,mg,"0,00","0,00","0,00",BRC1047B,Nome não encontrado
Equivalente de folato,mcg,,,,BRC1047B,Nome não encontrado
Sal de adição,g,"0,32","0,04","0,03",BRC1047B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC1047B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC1047B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC1047B,Nome não encontrado
Proteína animal,g,-,-,-,BRC1047B,Nome não encontrado
