componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1400,BRC1024F,Nome não encontrado
Energia,kcal,337,BRC1024F,Nome não encontrado
Umidade,g,"44,2",BRC1024F,Nome não encontrado
Carboidrato total,g,"14,7",BRC1024F,Nome não encontrado
Carboidrato disponível,g,"14,0",BRC1024F,Nome não encontrado
Proteína,g,"15,4",BRC1024F,Nome não encontrado
Lipídios,g,"24,2",BRC1024F,Nome não encontrado
Fibra alimentar,g,"0,71",BRC1024F,Nome não encontrado
Álcool,g,"0,00",BRC1024F,Nome não encontrado
Cinzas,g,"1,55",BRC1024F,Nome não encontrado
Colesterol,mg,169,BRC1024F,Nome não encontrado
Ácidos graxos saturados,g,"5,64",BRC1024F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,45",BRC1024F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,53",BRC1024F,Nome não encontrado
Ácidos graxos trans,g,"0,13",BRC1024F,Nome não encontrado
Cálcio,mg,"14,2",BRC1024F,Nome não encontrado
Ferro,mg,"4,97",BRC1024F,Nome não encontrado
Sódio,mg,304,BRC1024F,Nome não encontrado
Magnésio,mg,"24,2",BRC1024F,Nome não encontrado
Fósforo,mg,197,BRC1024F,Nome não encontrado
Potássio,mg,232,BRC1024F,Nome não encontrado
Manganês,mg,"0,25",BRC1024F,Nome não encontrado
Zinco,mg,"2,38",BRC1024F,Nome não encontrado
Cobre,mg,"0,22",BRC1024F,Nome não encontrado
Selênio,mcg,"10,9",BRC1024F,Nome não encontrado
Vitamina A (RE),mcg,"23,6",BRC1024F,Nome não encontrado
Vitamina A (RAE),mcg,"23,5",BRC1024F,Nome não encontrado
Vitamina D,mcg,"0,19",BRC1024F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,73",BRC1024F,Nome não encontrado
Tiamina,mg,"0,18",BRC1024F,Nome não encontrado
Riboflavina,mg,"0,35",BRC1024F,Nome não encontrado
Niacina,mg,"2,65",BRC1024F,Nome não encontrado
Vitamina B6,mg,"0,01",BRC1024F,Nome não encontrado
Vitamina B12,mcg,"5,20",BRC1024F,Nome não encontrado
Vitamina C,mg,traços,BRC1024F,Nome não encontrado
Equivalente de folato,mcg,122,BRC1024F,Nome não encontrado
Sal de adição,g,,BRC1024F,Nome não encontrado
Açúcar de adição,g,,BRC1024F,Nome não encontrado
Gordura de adição,g,-,BRC1024F,Nome não encontrado
Proteína vegetal,g,-,BRC1024F,Nome não encontrado
Proteína animal,g,-,BRC1024F,Nome não encontrado
