componente,unidade,Valor por 100g,Colher sopa rasa (20 g),codigo_alimento,nome_alimento
Energia,kJ,114,22,BRC0698B,Nome não encontrado
Energia,kcal,27,5,BRC0698B,Nome não encontrado
Umidade,g,"92,0","18,4",BRC0698B,Nome não encontrado
Carboidrato total,g,481,"96,2",BRC0698B,Nome não encontrado
Carboidrato disponível,g,"3,22","0,64",BRC0698B,Nome não encontrado
Proteína,g,"1,88","0,38",BRC0698B,Nome não encontrado
Lipídios,g,"0,40","0,08",BRC0698B,Nome não encontrado
Fibra alimentar,g,"1,61","0,32",BRC0698B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0698B,Nome não encontrado
Cinzas,g,"0,91","0,18",BRC0698B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0698B,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,01",BRC0698B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0698B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,19","0,04",BRC0698B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0698B,Nome não encontrado
Cálcio,mg,"16,1","3,22",BRC0698B,Nome não encontrado
Ferro,mg,"2,57","0,51",BRC0698B,Nome não encontrado
Sódio,mg,"27,7","5,55",BRC0698B,Nome não encontrado
Magnésio,mg,"79,6","15,9",BRC0698B,Nome não encontrado
Fósforo,mg,999,199,BRC0698B,Nome não encontrado
Potássio,mg,3675,735,BRC0698B,Nome não encontrado
Manganês,mg,"4,10","0,82",BRC0698B,Nome não encontrado
Zinco,mg,"4,98","1,00",BRC0698B,Nome não encontrado
Cobre,mg,"2,25","0,45",BRC0698B,Nome não encontrado
Selênio,mcg,"9,79","1,96",BRC0698B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0698B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0698B,Nome não encontrado
Vitamina D,mcg,"0,24","0,05",BRC0698B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0698B,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0698B,Nome não encontrado
Riboflavina,mg,"0,07","0,01",BRC0698B,Nome não encontrado
Niacina,mg,"14,4","2,88",BRC0698B,Nome não encontrado
Vitamina B6,mg,"0,11","0,02",BRC0698B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0698B,Nome não encontrado
Vitamina C,mg,"2,21","0,44",BRC0698B,Nome não encontrado
Equivalente de folato,mcg,"17,9","3,58",BRC0698B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0698B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0698B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0698B,Nome não encontrado
Proteína vegetal,g,"1,87","0,37",BRC0698B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0698B,Nome não encontrado
