componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,88,210,144,BRC0215C,Nome não encontrado
Energia,kcal,21,49,34,BRC0215C,Nome não encontrado
Umidade,g,"94,3",226,155,BRC0215C,Nome não encontrado
Carboidrato total,g,"5,04","12,1","8,32",BRC0215C,Nome não encontrado
Carboidrato disponível,g,"4,39","10,5","7,24",BRC0215C,Nome não encontrado
Proteína,g,"0,13","0,30","0,21",BRC0215C,Nome não encontrado
Lipídios,g,"0,15","0,37","0,25",BRC0215C,Nome não encontrado
Fibra alimentar,g,"0,65","1,57","1,08",BRC0215C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0215C,Nome não encontrado
Cinzas,g,"0,37","0,88","0,60",BRC0215C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0215C,Nome não encontrado
Ácidos graxos saturados,g,,,,BRC0215C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,,BRC0215C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,,BRC0215C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0215C,Nome não encontrado
Cálcio,mg,"2,90","6,96","4,79",BRC0215C,Nome não encontrado
Ferro,mg,"0,03","0,08","0,05",BRC0215C,Nome não encontrado
Sódio,mg,"0,00","0,00","0,00",BRC0215C,Nome não encontrado
Magnésio,mg,"6,18","14,8","10,2",BRC0215C,Nome não encontrado
Fósforo,mg,"5,06","12,1","8,35",BRC0215C,Nome não encontrado
Potássio,mg,"45,1",108,"74,4",BRC0215C,Nome não encontrado
Manganês,mg,"0,10","0,25","0,17",BRC0215C,Nome não encontrado
Zinco,mg,"0,10","0,24","0,16",BRC0215C,Nome não encontrado
Cobre,mg,"0,03","0,06","0,04",BRC0215C,Nome não encontrado
Selênio,mcg,"0,00","0,00","0,00",BRC0215C,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0215C,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC0215C,Nome não encontrado
Vitamina D,mcg,,,,BRC0215C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0215C,Nome não encontrado
Tiamina,mg,"0,02","0,05","0,03",BRC0215C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0215C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0215C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0215C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0215C,Nome não encontrado
Vitamina C,mg,"24,7","59,2","40,7",BRC0215C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0215C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0215C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0215C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0215C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0215C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0215C,Nome não encontrado
