componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,223,535,367,BRC0222C,Nome não encontrado
Energia,kcal,53,126,86,BRC0222C,Nome não encontrado
Umidade,g,"86,2",206,142,BRC0222C,Nome não encontrado
Carboidrato total,g,"13,3","31,9","21,9",BRC0222C,Nome não encontrado
Carboidrato disponível,g,"12,1","29,0","20,0",BRC0222C,Nome não encontrado
Proteína,g,"0,30","0,72","0,50",BRC0222C,Nome não encontrado
Lipídios,g,"0,07","0,17","0,12",BRC0222C,Nome não encontrado
Fibra alimentar,g,"1,20","2,88","1,98",BRC0222C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0222C,Nome não encontrado
Cinzas,g,"0,10","0,24","0,17",BRC0222C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0222C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,06","0,04",BRC0222C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,03",BRC0222C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,04","0,03",BRC0222C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0222C,Nome não encontrado
Cálcio,mg,"8,00","19,2","13,2",BRC0222C,Nome não encontrado
Ferro,mg,"0,54","1,30","0,89",BRC0222C,Nome não encontrado
Sódio,mg,"6,00","14,4","9,90",BRC0222C,Nome não encontrado
Magnésio,mg,"2,00","4,80","3,30",BRC0222C,Nome não encontrado
Fósforo,mg,"3,00","7,20","4,95",BRC0222C,Nome não encontrado
Potássio,mg,"33,0","79,2","54,5",BRC0222C,Nome não encontrado
Manganês,mg,,,,BRC0222C,Nome não encontrado
Zinco,mg,"0,02","0,05","0,03",BRC0222C,Nome não encontrado
Cobre,mg,"0,03","0,06","0,04",BRC0222C,Nome não encontrado
Selênio,mcg,"0,10","0,24","0,17",BRC0222C,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0222C,Nome não encontrado
Vitamina A (RAE),mcg,"2,00","4,80","3,30",BRC0222C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0222C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06","0,14","0,10",BRC0222C,Nome não encontrado
Tiamina,mg,"0,01","0,01","0,01",BRC0222C,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,01",BRC0222C,Nome não encontrado
Niacina,mg,"0,17","0,41","0,28",BRC0222C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0222C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0222C,Nome não encontrado
Vitamina C,mg,"0,00","0,00","0,00",BRC0222C,Nome não encontrado
Equivalente de folato,mcg,"4,00","9,60","6,60",BRC0222C,Nome não encontrado
Sal de adição,g,,,,BRC0222C,Nome não encontrado
Açúcar de adição,g,,,,BRC0222C,Nome não encontrado
Gordura de adição,g,,,,BRC0222C,Nome não encontrado
Proteína vegetal,g,"0,30","0,72","0,50",BRC0222C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0222C,Nome não encontrado
