componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1625,260,BRC0050R,Nome não encontrado
Energia,kcal,382,61,BRC0050R,Nome não encontrado
Umidade,g,"3,90","0,62",BRC0050R,Nome não encontrado
Carboidrato total,g,"95,0","15,2",BRC0050R,Nome não encontrado
Carboidrato disponível,g,"94,6","15,1",BRC0050R,Nome não encontrado
Proteína,g,"0,60","0,10",BRC0050R,Nome não encontrado
Lipídios,g,"0,10","0,02",BRC0050R,Nome não encontrado
Fibra alimentar,g,"0,43","0,07",BRC0050R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0050R,Nome não encontrado
Cinzas,g,"0,40","0,06",BRC0050R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0050R,Nome não encontrado
Ácidos graxos saturados,g,,,BRC0050R,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0050R,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0050R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0050R,Nome não encontrado
Cálcio,mg,"25,0","4,00",BRC0050R,Nome não encontrado
Ferro,mg,"0,08","0,01",BRC0050R,Nome não encontrado
Sódio,mg,450,"72,0",BRC0050R,Nome não encontrado
Magnésio,mg,"0,00","0,00",BRC0050R,Nome não encontrado
Fósforo,mg,"1,04","0,17",BRC0050R,Nome não encontrado
Potássio,mg,159,"25,5",BRC0050R,Nome não encontrado
Manganês,mg,,,BRC0050R,Nome não encontrado
Zinco,mg,"0,04","0,01",BRC0050R,Nome não encontrado
Cobre,mg,,,BRC0050R,Nome não encontrado
Selênio,mcg,,,BRC0050R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0050R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0050R,Nome não encontrado
Vitamina D,mcg,,,BRC0050R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0050R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0050R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0050R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0050R,Nome não encontrado
Vitamina B6,mg,,,BRC0050R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0050R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0050R,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0050R,Nome não encontrado
Sal de adição,g,,,BRC0050R,Nome não encontrado
Açúcar de adição,g,,,BRC0050R,Nome não encontrado
Gordura de adição,g,,,BRC0050R,Nome não encontrado
Proteína vegetal,g,,,BRC0050R,Nome não encontrado
Proteína animal,g,,,BRC0050R,Nome não encontrado
