componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (70 g),codigo_alimento,nome_alimento
Energia,kJ,480,336,BRC0903B,Nome não encontrado
Energia,kcal,114,79,BRC0903B,Nome não encontrado
Umidade,g,"62,8","43,9",BRC0903B,Nome não encontrado
Carboidrato total,g,"18,9","13,2",BRC0903B,Nome não encontrado
Carboidrato disponível,g,"17,8","12,4",BRC0903B,Nome não encontrado
Proteína,g,"1,79","1,25",BRC0903B,Nome não encontrado
Lipídios,g,"3,63","2,54",BRC0903B,Nome não encontrado
Fibra alimentar,g,"1,66","1,16",BRC0903B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0903B,Nome não encontrado
Cinzas,g,"0,65","0,45",BRC0903B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0903B,Nome não encontrado
Ácidos graxos saturados,g,"2,80","1,96",BRC0903B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,30","0,21",BRC0903B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,26","0,18",BRC0903B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0903B,Nome não encontrado
Cálcio,mg,"2,15","1,51",BRC0903B,Nome não encontrado
Ferro,mg,"0,96","0,67",BRC0903B,Nome não encontrado
Sódio,mg,193,135,BRC0903B,Nome não encontrado
Magnésio,mg,"4,90","3,43",BRC0903B,Nome não encontrado
Fósforo,mg,"21,7","15,2",BRC0903B,Nome não encontrado
Potássio,mg,"32,6","22,8",BRC0903B,Nome não encontrado
Manganês,mg,"0,06","0,04",BRC0903B,Nome não encontrado
Zinco,mg,"0,21","0,14",BRC0903B,Nome não encontrado
Cobre,mg,"0,03","0,02",BRC0903B,Nome não encontrado
Selênio,mcg,"1,01","0,71",BRC0903B,Nome não encontrado
Vitamina A (RE),mcg,"6,91","4,84",BRC0903B,Nome não encontrado
Vitamina A (RAE),mcg,"3,46","2,42",BRC0903B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0903B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,05",BRC0903B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0903B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0903B,Nome não encontrado
Niacina,mg,traços,traços,BRC0903B,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0903B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0903B,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0903B,Nome não encontrado
Equivalente de folato,mcg,"51,1","35,8",BRC0903B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0903B,Nome não encontrado
Açúcar de adição,g,"8,00","5,60",BRC0903B,Nome não encontrado
Gordura de adição,g,-,-,BRC0903B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0903B,Nome não encontrado
Proteína animal,g,-,-,BRC0903B,Nome não encontrado
