componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,293,703,483,BRC0072G,Nome não encontrado
Energia,kcal,70,168,115,BRC0072G,Nome não encontrado
Umidade,g,"84,9",203,140,BRC0072G,Nome não encontrado
Carboidrato total,g,"9,22","22,1","15,2",BRC0072G,Nome não encontrado
Carboidrato disponível,g,"8,78","21,1","14,5",BRC0072G,Nome não encontrado
Proteína,g,"2,70","6,48","4,46",BRC0072G,Nome não encontrado
Lipídios,g,"2,56","6,14","4,22",BRC0072G,Nome não encontrado
Fibra alimentar,g,"0,44","1,06","0,73",BRC0072G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0072G,Nome não encontrado
Cinzas,g,"0,71","1,70","1,17",BRC0072G,Nome não encontrado
Colesterol,mg,"9,18","22,0","15,1",BRC0072G,Nome não encontrado
Ácidos graxos saturados,g,"1,51","3,62","2,49",BRC0072G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,69","1,66","1,14",BRC0072G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,09","0,22","0,15",BRC0072G,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0072G,Nome não encontrado
Cálcio,mg,"80,0",192,132,BRC0072G,Nome não encontrado
Ferro,mg,"0,14","0,34","0,23",BRC0072G,Nome não encontrado
Sódio,mg,"47,2",113,"77,9",BRC0072G,Nome não encontrado
Magnésio,mg,"13,8","33,1","22,8",BRC0072G,Nome não encontrado
Fósforo,mg,"67,1",161,110,BRC0072G,Nome não encontrado
Potássio,mg,188,451,310,BRC0072G,Nome não encontrado
Manganês,mg,"0,03","0,07","0,05",BRC0072G,Nome não encontrado
Zinco,mg,"0,32","0,77","0,53",BRC0072G,Nome não encontrado
Cobre,mg,"0,04","0,10","0,07",BRC0072G,Nome não encontrado
Selênio,mcg,"3,59","8,62","5,92",BRC0072G,Nome não encontrado
Vitamina A (RE),mcg,"40,3","96,7","66,5",BRC0072G,Nome não encontrado
Vitamina A (RAE),mcg,"37,9","91,0","62,5",BRC0072G,Nome não encontrado
Vitamina D,mcg,"0,88","2,11","1,45",BRC0072G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,17","0,12",BRC0072G,Nome não encontrado
Tiamina,mg,"0,03","0,07","0,05",BRC0072G,Nome não encontrado
Riboflavina,mg,"0,18","0,43","0,30",BRC0072G,Nome não encontrado
Niacina,mg,"1,12","2,69","1,85",BRC0072G,Nome não encontrado
Vitamina B6,mg,"0,03","0,07","0,05",BRC0072G,Nome não encontrado
Vitamina B12,mcg,"0,27","0,65","0,45",BRC0072G,Nome não encontrado
Vitamina C,mg,"1,40","3,36","2,31",BRC0072G,Nome não encontrado
Equivalente de folato,mcg,"8,83","21,2","14,6",BRC0072G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0072G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0072G,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0072G,Nome não encontrado
Proteína vegetal,g,"0,34","0,82","0,56",BRC0072G,Nome não encontrado
Proteína animal,g,"2,17","5,21","3,58",BRC0072G,Nome não encontrado
