componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,85,8,BRC0019L,Nome não encontrado
Energia,kcal,20,2,BRC0019L,Nome não encontrado
Umidade,g,"7,65","0,77",BRC0019L,Nome não encontrado
Carboidrato total,g,"2,07","0,21",BRC0019L,Nome não encontrado
Carboidrato disponível,g,"1,52","0,15",BRC0019L,Nome não encontrado
Proteína,g,"2,67","0,27",BRC0019L,Nome não encontrado
Lipídios,g,"0,26","0,03",BRC0019L,Nome não encontrado
Fibra alimentar,g,"0,56","0,06",BRC0019L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0019L,Nome não encontrado
Cinzas,g,"87,3","8,73",BRC0019L,Nome não encontrado
Colesterol,mg,,,BRC0019L,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0019L,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0019L,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0019L,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0019L,Nome não encontrado
Cálcio,mg,"0,00","0,00",BRC0019L,Nome não encontrado
Ferro,mg,"0,00","0,00",BRC0019L,Nome não encontrado
Sódio,mg,32560,3256,BRC0019L,Nome não encontrado
Magnésio,mg,,,BRC0019L,Nome não encontrado
Fósforo,mg,,,BRC0019L,Nome não encontrado
Potássio,mg,,,BRC0019L,Nome não encontrado
Manganês,mg,,,BRC0019L,Nome não encontrado
Zinco,mg,,,BRC0019L,Nome não encontrado
Cobre,mg,,,BRC0019L,Nome não encontrado
Selênio,mcg,,,BRC0019L,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0019L,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0019L,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0019L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0019L,Nome não encontrado
Tiamina,mg,,,BRC0019L,Nome não encontrado
Riboflavina,mg,,,BRC0019L,Nome não encontrado
Niacina,mg,,,BRC0019L,Nome não encontrado
Vitamina B6,mg,,,BRC0019L,Nome não encontrado
Vitamina B12,mcg,,,BRC0019L,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0019L,Nome não encontrado
Equivalente de folato,mcg,,,BRC0019L,Nome não encontrado
Sal de adição,g,,,BRC0019L,Nome não encontrado
Açúcar de adição,g,,,BRC0019L,Nome não encontrado
Gordura de adição,g,,,BRC0019L,Nome não encontrado
Proteína vegetal,g,,,BRC0019L,Nome não encontrado
Proteína animal,g,,,BRC0019L,Nome não encontrado
