componente,unidade,Valor por 100g,Colher sopa cheia (16 g),Colher sopa rasa (11 g),codigo_alimento,nome_alimento
Energia,kJ,112,17,12,BRC0032B,Nome não encontrado
Energia,kcal,27,4,2,BRC0032B,Nome não encontrado
Umidade,g,"90,8","14,5","9,99",BRC0032B,Nome não encontrado
Carboidrato total,g,"6,52","1,04","0,72",BRC0032B,Nome não encontrado
Carboidrato disponível,g,"2,45","0,39","0,27",BRC0032B,Nome não encontrado
Proteína,g,"1,77","0,28","0,20",BRC0032B,Nome não encontrado
Lipídios,g,"0,20","0,03","0,02",BRC0032B,Nome não encontrado
Fibra alimentar,g,"4,08","0,65","0,45",BRC0032B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0032B,Nome não encontrado
Cinzas,g,"0,72","0,11","0,08",BRC0032B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0032B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,00","0,00",BRC0032B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00","0,00",BRC0032B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,00","0,00",BRC0032B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0032B,Nome não encontrado
Cálcio,mg,"84,3","13,5","9,27",BRC0032B,Nome não encontrado
Ferro,mg,"0,36","0,06","0,04",BRC0032B,Nome não encontrado
Sódio,mg,"0,87","0,14","0,10",BRC0032B,Nome não encontrado
Magnésio,mg,"45,5","7,29","5,01",BRC0032B,Nome não encontrado
Fósforo,mg,"54,6","8,73","6,00",BRC0032B,Nome não encontrado
Potássio,mg,243,"38,9","26,8",BRC0032B,Nome não encontrado
Manganês,mg,"0,45","0,07","0,05",BRC0032B,Nome não encontrado
Zinco,mg,"0,52","0,08","0,06",BRC0032B,Nome não encontrado
Cobre,mg,"0,16","0,03","0,02",BRC0032B,Nome não encontrado
Selênio,mcg,"0,30","0,05","0,03",BRC0032B,Nome não encontrado
Vitamina A (RE),mcg,"48,3","7,73","5,32",BRC0032B,Nome não encontrado
Vitamina A (RAE),mcg,"24,2","3,87","2,66",BRC0032B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0032B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,05","0,03",BRC0032B,Nome não encontrado
Tiamina,mg,"0,10","0,02","0,01",BRC0032B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0032B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0032B,Nome não encontrado
Vitamina B6,mg,"0,03","0,00","0,00",BRC0032B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0032B,Nome não encontrado
Vitamina C,mg,"5,47","0,88","0,60",BRC0032B,Nome não encontrado
Equivalente de folato,mcg,"53,0","8,49","5,84",BRC0032B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0032B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0032B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0032B,Nome não encontrado
Proteína vegetal,g,"1,77","0,28","0,20",BRC0032B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0032B,Nome não encontrado
