componente,unidade,Valor por 100g,Porção Média (50 g),codigo_alimento,nome_alimento
Energia,kJ,1354,677,BRC0077A,Nome não encontrado
Energia,kcal,322,161,BRC0077A,Nome não encontrado
Umidade,g,"34,1","17,1",BRC0077A,Nome não encontrado
Carboidrato total,g,"47,9","23,9",BRC0077A,Nome não encontrado
Carboidrato disponível,g,"47,2","23,6",BRC0077A,Nome não encontrado
Proteína,g,"4,42","2,21",BRC0077A,Nome não encontrado
Lipídios,g,"12,7","6,37",BRC0077A,Nome não encontrado
Fibra alimentar,g,"0,69","0,35",BRC0077A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0077A,Nome não encontrado
Cinzas,g,"0,84","0,42",BRC0077A,Nome não encontrado
Colesterol,mg,"73,2","36,6",BRC0077A,Nome não encontrado
Ácidos graxos saturados,g,"5,00","2,50",BRC0077A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,90","1,95",BRC0077A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,10","0,55",BRC0077A,Nome não encontrado
Ácidos graxos trans,g,"1,99","1,00",BRC0077A,Nome não encontrado
Cálcio,mg,"85,0","42,5",BRC0077A,Nome não encontrado
Ferro,mg,"2,30","1,15",BRC0077A,Nome não encontrado
Sódio,mg,111,"55,5",BRC0077A,Nome não encontrado
Magnésio,mg,"10,3","5,17",BRC0077A,Nome não encontrado
Fósforo,mg,122,"61,1",BRC0077A,Nome não encontrado
Potássio,mg,134,"67,4",BRC0077A,Nome não encontrado
Manganês,mg,"0,11","0,05",BRC0077A,Nome não encontrado
Zinco,mg,"0,42","0,21",BRC0077A,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0077A,Nome não encontrado
Selênio,mcg,,traços,BRC0077A,Nome não encontrado
Vitamina A (RE),mcg,,traços,BRC0077A,Nome não encontrado
Vitamina A (RAE),mcg,,traços,BRC0077A,Nome não encontrado
Vitamina D,mcg,"0,73","0,37",BRC0077A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,59","0,30",BRC0077A,Nome não encontrado
Tiamina,mg,"0,13","0,07",BRC0077A,Nome não encontrado
Riboflavina,mg,"0,07","0,04",BRC0077A,Nome não encontrado
Niacina,mg,traços,traços,BRC0077A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0077A,Nome não encontrado
Vitamina B12,mcg,"0,32","0,16",BRC0077A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0077A,Nome não encontrado
Equivalente de folato,mcg,"74,0","37,0",BRC0077A,Nome não encontrado
Sal de adição,g,,traços,BRC0077A,Nome não encontrado
Açúcar de adição,g,,traços,BRC0077A,Nome não encontrado
Gordura de adição,g,,traços,BRC0077A,Nome não encontrado
Proteína vegetal,g,,traços,BRC0077A,Nome não encontrado
Proteína animal,g,,traços,BRC0077A,Nome não encontrado
