componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,413,BRC1102B,Nome não encontrado
Energia,kcal,99,BRC1102B,Nome não encontrado
Umidade,g,"82,4",BRC1102B,Nome não encontrado
Carboidrato total,g,"5,99",BRC1102B,Nome não encontrado
Carboidrato disponível,g,"4,37",BRC1102B,Nome não encontrado
Proteína,g,"3,35",BRC1102B,Nome não encontrado
Lipídios,g,"7,26",BRC1102B,Nome não encontrado
Fibra alimentar,g,"1,62",BRC1102B,Nome não encontrado
Álcool,g,"0,00",BRC1102B,Nome não encontrado
Cinzas,g,"1,01",BRC1102B,Nome não encontrado
Colesterol,mg,"0,00",BRC1102B,Nome não encontrado
Ácidos graxos saturados,g,"1,23",BRC1102B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,68",BRC1102B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,81",BRC1102B,Nome não encontrado
Ácidos graxos trans,g,"0,02",BRC1102B,Nome não encontrado
Cálcio,mg,"21,8",BRC1102B,Nome não encontrado
Ferro,mg,"1,01",BRC1102B,Nome não encontrado
Sódio,mg,173,BRC1102B,Nome não encontrado
Magnésio,mg,"43,0",BRC1102B,Nome não encontrado
Fósforo,mg,"85,5",BRC1102B,Nome não encontrado
Potássio,mg,208,BRC1102B,Nome não encontrado
Manganês,mg,"0,31",BRC1102B,Nome não encontrado
Zinco,mg,"0,79",BRC1102B,Nome não encontrado
Cobre,mg,"0,19",BRC1102B,Nome não encontrado
Selênio,mcg,"1,45",BRC1102B,Nome não encontrado
Vitamina A (RE),mcg,"61,1",BRC1102B,Nome não encontrado
Vitamina A (RAE),mcg,"35,5",BRC1102B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1102B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,43",BRC1102B,Nome não encontrado
Tiamina,mg,"0,07",BRC1102B,Nome não encontrado
Riboflavina,mg,"0,02",BRC1102B,Nome não encontrado
Niacina,mg,"0,13",BRC1102B,Nome não encontrado
Vitamina B6,mg,"0,11",BRC1102B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1102B,Nome não encontrado
Vitamina C,mg,"5,97",BRC1102B,Nome não encontrado
Equivalente de folato,mcg,"27,0",BRC1102B,Nome não encontrado
Sal de adição,g,"0,00",BRC1102B,Nome não encontrado
Açúcar de adição,g,"0,32",BRC1102B,Nome não encontrado
Gordura de adição,g,-,BRC1102B,Nome não encontrado
Proteína vegetal,g,-,BRC1102B,Nome não encontrado
Proteína animal,g,-,BRC1102B,Nome não encontrado
