componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,248,595,409,BRC0102C,Nome não encontrado
Energia,kcal,58,140,96,BRC0102C,Nome não encontrado
Umidade,g,"85,1",204,140,BRC0102C,Nome não encontrado
Carboidrato total,g,"14,7","35,3","24,3",BRC0102C,Nome não encontrado
Carboidrato disponível,g,"14,5","34,7","23,9",BRC0102C,Nome não encontrado
Proteína,g,traços,traços,traços,BRC0102C,Nome não encontrado
Lipídios,g,traços,traços,traços,BRC0102C,Nome não encontrado
Fibra alimentar,g,"0,23","0,56","0,38",BRC0102C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0102C,Nome não encontrado
Cinzas,g,"0,16","0,39","0,27",BRC0102C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0102C,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,traços,BRC0102C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0102C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0102C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0102C,Nome não encontrado
Cálcio,mg,"9,32","22,4","15,4",BRC0102C,Nome não encontrado
Ferro,mg,"0,12","0,30","0,20",BRC0102C,Nome não encontrado
Sódio,mg,"9,58","23,0","15,8",BRC0102C,Nome não encontrado
Magnésio,mg,"7,06","16,9","11,6",BRC0102C,Nome não encontrado
Fósforo,mg,"10,0","24,1","16,5",BRC0102C,Nome não encontrado
Potássio,mg,"53,7",128,"88,6",BRC0102C,Nome não encontrado
Manganês,mg,"0,20","0,47","0,33",BRC0102C,Nome não encontrado
Zinco,mg,"0,05","0,13","0,09",BRC0102C,Nome não encontrado
Cobre,mg,"0,13","0,31","0,21",BRC0102C,Nome não encontrado
Selênio,mcg,"0,40","0,96","0,66",BRC0102C,Nome não encontrado
Vitamina A (RE),mcg,"0,83","2,00","1,37",BRC0102C,Nome não encontrado
Vitamina A (RAE),mcg,"0,42","1,00","0,69",BRC0102C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0102C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0102C,Nome não encontrado
Tiamina,mg,"0,07","0,17","0,12",BRC0102C,Nome não encontrado
Riboflavina,mg,"0,02","0,04","0,03",BRC0102C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0102C,Nome não encontrado
Vitamina B6,mg,"0,05","0,12","0,08",BRC0102C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0102C,Nome não encontrado
Vitamina C,mg,"21,0","50,3","34,6",BRC0102C,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00","0,00",BRC0102C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0102C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0102C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0102C,Nome não encontrado
Proteína vegetal,g,traços,traços,traços,BRC0102C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0102C,Nome não encontrado
