componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,764,458,305,BRC0882B,Nome não encontrado
Energia,kcal,182,109,72,BRC0882B,Nome não encontrado
Umidade,g,"56,7","34,0","22,7",BRC0882B,Nome não encontrado
Carboidrato total,g,"33,3","20,0","13,3",BRC0882B,Nome não encontrado
Carboidrato disponível,g,"29,6","17,8","11,8",BRC0882B,Nome não encontrado
Proteína,g,"2,09","1,26","0,84",BRC0882B,Nome não encontrado
Lipídios,g,"5,28","3,17","2,11",BRC0882B,Nome não encontrado
Fibra alimentar,g,"3,73","2,24","1,49",BRC0882B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0882B,Nome não encontrado
Cinzas,g,"2,61","1,57","1,04",BRC0882B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0882B,Nome não encontrado
Ácidos graxos saturados,g,"0,84","0,50","0,34",BRC0882B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,66","2,19","1,46",BRC0882B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,64","0,38","0,26",BRC0882B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0882B,Nome não encontrado
Cálcio,mg,"36,6","22,0","14,7",BRC0882B,Nome não encontrado
Ferro,mg,"0,54","0,32","0,22",BRC0882B,Nome não encontrado
Sódio,mg,"11,1","6,65","4,44",BRC0882B,Nome não encontrado
Magnésio,mg,"30,5","18,3","12,2",BRC0882B,Nome não encontrado
Fósforo,mg,"46,0","27,6","18,4",BRC0882B,Nome não encontrado
Potássio,mg,427,256,170,BRC0882B,Nome não encontrado
Manganês,mg,"0,25","0,15","0,10",BRC0882B,Nome não encontrado
Zinco,mg,"0,26","0,15","0,10",BRC0882B,Nome não encontrado
Cobre,mg,"0,14","0,08","0,06",BRC0882B,Nome não encontrado
Selênio,mcg,"1,05","0,63","0,42",BRC0882B,Nome não encontrado
Vitamina A (RE),mcg,746,447,298,BRC0882B,Nome não encontrado
Vitamina A (RAE),mcg,373,223,149,BRC0882B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0882B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,31","1,38","0,92",BRC0882B,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0882B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0882B,Nome não encontrado
Niacina,mg,"0,01","0,00","0,00",BRC0882B,Nome não encontrado
Vitamina B6,mg,"0,12","0,07","0,05",BRC0882B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0882B,Nome não encontrado
Vitamina C,mg,"16,5","9,93","6,62",BRC0882B,Nome não encontrado
Equivalente de folato,mcg,"14,2","8,54","5,69",BRC0882B,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,19",BRC0882B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0882B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0882B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0882B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0882B,Nome não encontrado
