componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,192,461,317,BRC0244C,Nome não encontrado
Energia,kcal,45,108,74,BRC0244C,Nome não encontrado
Umidade,g,"88,4",212,145,BRC0244C,Nome não encontrado
Carboidrato total,g,"11,2","26,8","18,4",BRC0244C,Nome não encontrado
Carboidrato disponível,g,"10,3","24,8","17,1",BRC0244C,Nome não encontrado
Proteína,g,"0,13","0,32","0,22",BRC0244C,Nome não encontrado
Lipídios,g,"0,20","0,48","0,33",BRC0244C,Nome não encontrado
Fibra alimentar,g,"0,83","1,99","1,37",BRC0244C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0244C,Nome não encontrado
Cinzas,g,"0,12","0,28","0,19",BRC0244C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0244C,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,19","0,13",BRC0244C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0244C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0244C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0244C,Nome não encontrado
Cálcio,mg,"5,12","12,3","8,44",BRC0244C,Nome não encontrado
Ferro,mg,"0,14","0,33","0,23",BRC0244C,Nome não encontrado
Sódio,mg,"0,89","2,13","1,46",BRC0244C,Nome não encontrado
Magnésio,mg,"7,49","18,0","12,4",BRC0244C,Nome não encontrado
Fósforo,mg,"9,05","21,7","14,9",BRC0244C,Nome não encontrado
Potássio,mg,176,422,290,BRC0244C,Nome não encontrado
Manganês,mg,"0,11","0,26","0,18",BRC0244C,Nome não encontrado
Zinco,mg,"0,01","0,02","0,01",BRC0244C,Nome não encontrado
Cobre,mg,"0,02","0,05","0,03",BRC0244C,Nome não encontrado
Selênio,mcg,"0,04","0,10","0,07",BRC0244C,Nome não encontrado
Vitamina A (RE),mcg,"2,80","6,72","4,62",BRC0244C,Nome não encontrado
Vitamina A (RAE),mcg,"1,40","3,36","2,31",BRC0244C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0244C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,51","0,35",BRC0244C,Nome não encontrado
Tiamina,mg,"0,01","0,02","0,02",BRC0244C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0244C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0244C,Nome não encontrado
Vitamina B6,mg,"0,01","0,01","0,01",BRC0244C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0244C,Nome não encontrado
Vitamina C,mg,"0,78","1,87","1,29",BRC0244C,Nome não encontrado
Equivalente de folato,mcg,"1,39","3,33","2,29",BRC0244C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0244C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0244C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0244C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0244C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0244C,Nome não encontrado
