componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,801,BRC1056F,Nome não encontrado
Energia,kcal,192,BRC1056F,Nome não encontrado
Umidade,g,"63,4",BRC1056F,Nome não encontrado
Carboidrato total,g,"1,55",BRC1056F,Nome não encontrado
Carboidrato disponível,g,"1,55",BRC1056F,Nome não encontrado
Proteína,g,"22,8",BRC1056F,Nome não encontrado
Lipídios,g,"10,5",BRC1056F,Nome não encontrado
Fibra alimentar,g,"0,00",BRC1056F,Nome não encontrado
Álcool,g,"0,00",BRC1056F,Nome não encontrado
Cinzas,g,"1,77",BRC1056F,Nome não encontrado
Colesterol,mg,167,BRC1056F,Nome não encontrado
Ácidos graxos saturados,g,"3,44",BRC1056F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,01",BRC1056F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,56",BRC1056F,Nome não encontrado
Ácidos graxos trans,g,,BRC1056F,Nome não encontrado
Cálcio,mg,"12,6",BRC1056F,Nome não encontrado
Ferro,mg,"13,0",BRC1056F,Nome não encontrado
Sódio,mg,284,BRC1056F,Nome não encontrado
Magnésio,mg,"22,8",BRC1056F,Nome não encontrado
Fósforo,mg,269,BRC1056F,Nome não encontrado
Potássio,mg,336,BRC1056F,Nome não encontrado
Manganês,mg,"0,17",BRC1056F,Nome não encontrado
Zinco,mg,"4,80",BRC1056F,Nome não encontrado
Cobre,mg,"0,48",BRC1056F,Nome não encontrado
Selênio,mcg,"30,5",BRC1056F,Nome não encontrado
Vitamina A (RE),mcg,2159,BRC1056F,Nome não encontrado
Vitamina A (RAE),mcg,2159,BRC1056F,Nome não encontrado
Vitamina D,mcg,,BRC1056F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,57",BRC1056F,Nome não encontrado
Tiamina,mg,"0,35",BRC1056F,Nome não encontrado
Riboflavina,mg,"1,94",BRC1056F,Nome não encontrado
Niacina,mg,"9,08",BRC1056F,Nome não encontrado
Vitamina B6,mg,"0,36",BRC1056F,Nome não encontrado
Vitamina B12,mcg,"10,8",BRC1056F,Nome não encontrado
Vitamina C,mg,"11,6",BRC1056F,Nome não encontrado
Equivalente de folato,mcg,"91,3",BRC1056F,Nome não encontrado
Sal de adição,g,"0,00",BRC1056F,Nome não encontrado
Açúcar de adição,g,"0,45",BRC1056F,Nome não encontrado
Gordura de adição,g,-,BRC1056F,Nome não encontrado
Proteína vegetal,g,-,BRC1056F,Nome não encontrado
Proteína animal,g,-,BRC1056F,Nome não encontrado
