componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,207,BRC0296C,Nome não encontrado
Energia,kcal,49,BRC0296C,Nome não encontrado
Umidade,g,"85,0",BRC0296C,Nome não encontrado
Carboidrato total,g,"13,2",BRC0296C,Nome não encontrado
Carboidrato disponível,g,"8,51",BRC0296C,Nome não encontrado
Proteína,g,"0,95",BRC0296C,Nome não encontrado
Lipídios,g,"0,24",BRC0296C,Nome não encontrado
Fibra alimentar,g,"4,65",BRC0296C,Nome não encontrado
Álcool,g,"0,00",BRC0296C,Nome não encontrado
Cinzas,g,"0,61",BRC0296C,Nome não encontrado
Colesterol,mg,"0,00",BRC0296C,Nome não encontrado
Ácidos graxos saturados,g,"0,07",BRC0296C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,05",BRC0296C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04",BRC0296C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0296C,Nome não encontrado
Cálcio,mg,"1,02",BRC0296C,Nome não encontrado
Ferro,mg,"0,73",BRC0296C,Nome não encontrado
Sódio,mg,traços,BRC0296C,Nome não encontrado
Magnésio,mg,"9,83",BRC0296C,Nome não encontrado
Fósforo,mg,"17,9",BRC0296C,Nome não encontrado
Potássio,mg,"3,25",BRC0296C,Nome não encontrado
Manganês,mg,traços,BRC0296C,Nome não encontrado
Zinco,mg,"0,51",BRC0296C,Nome não encontrado
Cobre,mg,"0,13",BRC0296C,Nome não encontrado
Selênio,mcg,,BRC0296C,Nome não encontrado
Vitamina A (RE),mcg,,BRC0296C,Nome não encontrado
Vitamina A (RAE),mcg,,BRC0296C,Nome não encontrado
Vitamina D,mcg,,BRC0296C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0296C,Nome não encontrado
Tiamina,mg,"0,11",BRC0296C,Nome não encontrado
Riboflavina,mg,"0,06",BRC0296C,Nome não encontrado
Niacina,mg,traços,BRC0296C,Nome não encontrado
Vitamina B6,mg,"0,05",BRC0296C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0296C,Nome não encontrado
Vitamina C,mg,"16,6",BRC0296C,Nome não encontrado
Equivalente de folato,mcg,"10,1",BRC0296C,Nome não encontrado
Sal de adição,g,"0,00",BRC0296C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0296C,Nome não encontrado
Gordura de adição,g,"0,00",BRC0296C,Nome não encontrado
Proteína vegetal,g,"0,95",BRC0296C,Nome não encontrado
Proteína animal,g,"0,00",BRC0296C,Nome não encontrado
