componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1191,595,BRC0032K,Nome não encontrado
Energia,kcal,284,142,BRC0032K,Nome não encontrado
Umidade,g,"45,1","22,6",BRC0032K,Nome não encontrado
Carboidrato total,g,"35,7","17,8",BRC0032K,Nome não encontrado
Carboidrato disponível,g,"35,6","17,8",BRC0032K,Nome não encontrado
Proteína,g,"4,70","2,35",BRC0032K,Nome não encontrado
Lipídios,g,"13,7","6,84",BRC0032K,Nome não encontrado
Fibra alimentar,g,"0,12","0,06",BRC0032K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0032K,Nome não encontrado
Cinzas,g,"0,84","0,42",BRC0032K,Nome não encontrado
Colesterol,mg,"31,1","15,5",BRC0032K,Nome não encontrado
Ácidos graxos saturados,g,"7,28","3,64",BRC0032K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,52","2,26",BRC0032K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,72","0,36",BRC0032K,Nome não encontrado
Ácidos graxos trans,g,,traços,BRC0032K,Nome não encontrado
Cálcio,mg,"84,0","42,0",BRC0032K,Nome não encontrado
Ferro,mg,"1,18","0,59",BRC0032K,Nome não encontrado
Sódio,mg,501,250,BRC0032K,Nome não encontrado
Magnésio,mg,"34,9","17,5",BRC0032K,Nome não encontrado
Fósforo,mg,252,126,BRC0032K,Nome não encontrado
Potássio,mg,311,155,BRC0032K,Nome não encontrado
Manganês,mg,"0,10","0,05",BRC0032K,Nome não encontrado
Zinco,mg,"0,66","0,33",BRC0032K,Nome não encontrado
Cobre,mg,"0,17","0,09",BRC0032K,Nome não encontrado
Selênio,mcg,,traços,BRC0032K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0032K,Nome não encontrado
Vitamina A (RAE),mcg,110,"55,1",BRC0032K,Nome não encontrado
Vitamina D,mcg,,traços,BRC0032K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,traços,BRC0032K,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0032K,Nome não encontrado
Riboflavina,mg,"0,16","0,08",BRC0032K,Nome não encontrado
Niacina,mg,"0,65","0,32",BRC0032K,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0032K,Nome não encontrado
Vitamina B12,mcg,"0,23","0,11",BRC0032K,Nome não encontrado
Vitamina C,mg,"0,55","0,27",BRC0032K,Nome não encontrado
Equivalente de folato,mcg,"45,8","22,9",BRC0032K,Nome não encontrado
Sal de adição,g,,traços,BRC0032K,Nome não encontrado
Açúcar de adição,g,,traços,BRC0032K,Nome não encontrado
Gordura de adição,g,,traços,BRC0032K,Nome não encontrado
Proteína vegetal,g,,traços,BRC0032K,Nome não encontrado
Proteína animal,g,,traços,BRC0032K,Nome não encontrado
