componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,474,118,71,BRC1022B,Nome não encontrado
Energia,kcal,114,28,17,BRC1022B,Nome não encontrado
Umidade,g,"78,4","19,6","11,8",BRC1022B,Nome não encontrado
Carboidrato total,g,"7,44","1,86","1,12",BRC1022B,Nome não encontrado
Carboidrato disponível,g,"5,89","1,47","0,88",BRC1022B,Nome não encontrado
Proteína,g,"5,51","1,38","0,83",BRC1022B,Nome não encontrado
Lipídios,g,"7,18","1,80","1,08",BRC1022B,Nome não encontrado
Fibra alimentar,g,"1,55","0,39","0,23",BRC1022B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC1022B,Nome não encontrado
Cinzas,g,"1,46","0,37","0,22",BRC1022B,Nome não encontrado
Colesterol,mg,"9,63","2,41","1,44",BRC1022B,Nome não encontrado
Ácidos graxos saturados,g,"3,64","0,91","0,55",BRC1022B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,78","0,44","0,27",BRC1022B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,95","0,24","0,14",BRC1022B,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,03","0,02",BRC1022B,Nome não encontrado
Cálcio,mg,159,"39,9","23,9",BRC1022B,Nome não encontrado
Ferro,mg,"0,40","0,10","0,06",BRC1022B,Nome não encontrado
Sódio,mg,301,"75,4","45,3",BRC1022B,Nome não encontrado
Magnésio,mg,"11,5","2,87","1,72",BRC1022B,Nome não encontrado
Fósforo,mg,127,"31,9","19,2",BRC1022B,Nome não encontrado
Potássio,mg,116,"29,2","17,5",BRC1022B,Nome não encontrado
Manganês,mg,"0,08","0,02","0,01",BRC1022B,Nome não encontrado
Zinco,mg,"0,77","0,19","0,12",BRC1022B,Nome não encontrado
Cobre,mg,"0,03","0,01","0,00",BRC1022B,Nome não encontrado
Selênio,mcg,"4,87","1,22","0,73",BRC1022B,Nome não encontrado
Vitamina A (RE),mcg,"40,0","10,0","6,00",BRC1022B,Nome não encontrado
Vitamina A (RAE),mcg,"37,8","9,46","5,67",BRC1022B,Nome não encontrado
Vitamina D,mcg,"0,07","0,02","0,01",BRC1022B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,47","0,12","0,07",BRC1022B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC1022B,Nome não encontrado
Riboflavina,mg,"0,15","0,04","0,02",BRC1022B,Nome não encontrado
Niacina,mg,"0,67","0,17","0,10",BRC1022B,Nome não encontrado
Vitamina B6,mg,"0,02","0,01","0,00",BRC1022B,Nome não encontrado
Vitamina B12,mcg,"0,29","0,07","0,04",BRC1022B,Nome não encontrado
Vitamina C,mg,"13,1","3,27","1,96",BRC1022B,Nome não encontrado
Equivalente de folato,mcg,"28,2","7,04","4,23",BRC1022B,Nome não encontrado
Sal de adição,g,,,,BRC1022B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC1022B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC1022B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC1022B,Nome não encontrado
Proteína animal,g,-,-,-,BRC1022B,Nome não encontrado
