componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,246,61,44,BRC0488B,Nome não encontrado
Energia,kcal,59,14,10,BRC0488B,Nome não encontrado
Umidade,g,"84,5","21,1","15,2",BRC0488B,Nome não encontrado
Carboidrato total,g,"10,8","2,71","1,95",BRC0488B,Nome não encontrado
Carboidrato disponível,g,"7,75","1,94","1,40",BRC0488B,Nome não encontrado
Proteína,g,"2,07","0,52","0,37",BRC0488B,Nome não encontrado
Lipídios,g,"1,48","0,37","0,27",BRC0488B,Nome não encontrado
Fibra alimentar,g,"3,07","0,77","0,55",BRC0488B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0488B,Nome não encontrado
Cinzas,g,"1,18","0,29","0,21",BRC0488B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0488B,Nome não encontrado
Ácidos graxos saturados,g,"0,21","0,05","0,04",BRC0488B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,07","0,05",BRC0488B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,77","0,19","0,14",BRC0488B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0488B,Nome não encontrado
Cálcio,mg,"12,7","3,16","2,28",BRC0488B,Nome não encontrado
Ferro,mg,"0,64","0,16","0,11",BRC0488B,Nome não encontrado
Sódio,mg,127,"32,0","23,0",BRC0488B,Nome não encontrado
Magnésio,mg,"21,3","5,34","3,84",BRC0488B,Nome não encontrado
Fósforo,mg,"40,5","10,1","7,29",BRC0488B,Nome não encontrado
Potássio,mg,404,101,"72,7",BRC0488B,Nome não encontrado
Manganês,mg,"0,13","0,03","0,02",BRC0488B,Nome não encontrado
Zinco,mg,"0,36","0,09","0,07",BRC0488B,Nome não encontrado
Cobre,mg,"0,10","0,03","0,02",BRC0488B,Nome não encontrado
Selênio,mcg,"0,40","0,10","0,07",BRC0488B,Nome não encontrado
Vitamina A (RE),mcg,121,"30,4","21,9",BRC0488B,Nome não encontrado
Vitamina A (RAE),mcg,"60,9","15,2","11,0",BRC0488B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0488B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,58","0,40","0,28",BRC0488B,Nome não encontrado
Tiamina,mg,"0,08","0,02","0,01",BRC0488B,Nome não encontrado
Riboflavina,mg,"0,10","0,02","0,02",BRC0488B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0488B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,01",BRC0488B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0488B,Nome não encontrado
Vitamina C,mg,233,"58,5","42,1",BRC0488B,Nome não encontrado
Equivalente de folato,mcg,"54,8","13,7","9,86",BRC0488B,Nome não encontrado
Sal de adição,g,"0,47","0,12","0,08",BRC0488B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0488B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0488B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0488B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0488B,Nome não encontrado
