componente,unidade,Valor por 100g,Porção Média (25 g),codigo_alimento,nome_alimento
Energia,kJ,744,186,BRC0265T,Nome não encontrado
Energia,kcal,179,44,BRC0265T,Nome não encontrado
Umidade,g,"65,7","16,4",BRC0265T,Nome não encontrado
Carboidrato total,g,"15,0","3,75",BRC0265T,Nome não encontrado
Carboidrato disponível,g,"12,2","3,05",BRC0265T,Nome não encontrado
Proteína,g,"5,67","1,42",BRC0265T,Nome não encontrado
Lipídios,g,"11,3","2,83",BRC0265T,Nome não encontrado
Fibra alimentar,g,"2,82","0,71",BRC0265T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0265T,Nome não encontrado
Cinzas,g,"1,20","0,30",BRC0265T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0265T,Nome não encontrado
Ácidos graxos saturados,g,"1,77","0,44",BRC0265T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,96","1,49",BRC0265T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,39","0,60",BRC0265T,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,01",BRC0265T,Nome não encontrado
Cálcio,mg,"41,1","10,3",BRC0265T,Nome não encontrado
Ferro,mg,"2,30","0,58",BRC0265T,Nome não encontrado
Sódio,mg,208,"52,0",BRC0265T,Nome não encontrado
Magnésio,mg,"91,1","22,8",BRC0265T,Nome não encontrado
Fósforo,mg,119,"29,8",BRC0265T,Nome não encontrado
Potássio,mg,206,"51,5",BRC0265T,Nome não encontrado
Manganês,mg,"0,52","0,13",BRC0265T,Nome não encontrado
Zinco,mg,"1,32","0,33",BRC0265T,Nome não encontrado
Cobre,mg,"0,28","0,07",BRC0265T,Nome não encontrado
Selênio,mcg,"2,70","0,68",BRC0265T,Nome não encontrado
Vitamina A (RE),mcg,"0,01","0,00",BRC0265T,Nome não encontrado
Vitamina A (RAE),mcg,"6,16","1,54",BRC0265T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0265T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,52","0,13",BRC0265T,Nome não encontrado
Tiamina,mg,"0,06","0,02",BRC0265T,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0265T,Nome não encontrado
Niacina,mg,"0,04","0,01",BRC0265T,Nome não encontrado
Vitamina B6,mg,"0,10","0,03",BRC0265T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0265T,Nome não encontrado
Vitamina C,mg,"0,15","0,04",BRC0265T,Nome não encontrado
Equivalente de folato,mcg,"21,6","5,40",BRC0265T,Nome não encontrado
Sal de adição,g,"0,50","0,13",BRC0265T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0265T,Nome não encontrado
Gordura de adição,g,"1,00","0,25",BRC0265T,Nome não encontrado
Proteína vegetal,g,"5,67","1,42",BRC0265T,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0265T,Nome não encontrado
