componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,125,BRC0207K,Nome não encontrado
Energia,kcal,30,BRC0207K,Nome não encontrado
Umidade,g,"92,6",BRC0207K,Nome não encontrado
Carboidrato total,g,"7,31",BRC0207K,Nome não encontrado
Carboidrato disponível,g,"7,28",BRC0207K,Nome não encontrado
Proteína,g,"0,05",BRC0207K,Nome não encontrado
Lipídios,g,"0,01",BRC0207K,Nome não encontrado
Fibra alimentar,g,"0,03",BRC0207K,Nome não encontrado
Álcool,g,"0,00",BRC0207K,Nome não encontrado
Cinzas,g,"0,04",BRC0207K,Nome não encontrado
Colesterol,mg,"0,00",BRC0207K,Nome não encontrado
Ácidos graxos saturados,g,"0,00",BRC0207K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02",BRC0207K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02",BRC0207K,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0207K,Nome não encontrado
Cálcio,mg,"2,43",BRC0207K,Nome não encontrado
Ferro,mg,"0,12",BRC0207K,Nome não encontrado
Sódio,mg,"0,93",BRC0207K,Nome não encontrado
Magnésio,mg,"1,67",BRC0207K,Nome não encontrado
Fósforo,mg,"1,32",BRC0207K,Nome não encontrado
Potássio,mg,"14,7",BRC0207K,Nome não encontrado
Manganês,mg,"0,10",BRC0207K,Nome não encontrado
Zinco,mg,"0,02",BRC0207K,Nome não encontrado
Cobre,mg,"0,00",BRC0207K,Nome não encontrado
Selênio,mcg,"0,08",BRC0207K,Nome não encontrado
Vitamina A (RE),mcg,"2,71",BRC0207K,Nome não encontrado
Vitamina A (RAE),mcg,"1,36",BRC0207K,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0207K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00",BRC0207K,Nome não encontrado
Tiamina,mg,traços,BRC0207K,Nome não encontrado
Riboflavina,mg,traços,BRC0207K,Nome não encontrado
Niacina,mg,traços,BRC0207K,Nome não encontrado
Vitamina B6,mg,traços,BRC0207K,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0207K,Nome não encontrado
Vitamina C,mg,"0,18",BRC0207K,Nome não encontrado
Equivalente de folato,mcg,"0,23",BRC0207K,Nome não encontrado
Sal de adição,g,"5,00",BRC0207K,Nome não encontrado
Açúcar de adição,g,,BRC0207K,Nome não encontrado
Gordura de adição,g,-,BRC0207K,Nome não encontrado
Proteína vegetal,g,-,BRC0207K,Nome não encontrado
Proteína animal,g,-,BRC0207K,Nome não encontrado
