componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,1053,1053,BRC0077E,Nome não encontrado
Energia,kcal,252,251,BRC0077E,Nome não encontrado
Umidade,g,"48,9","48,9",BRC0077E,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0077E,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0077E,Nome não encontrado
Proteína,g,"33,7","33,7",BRC0077E,Nome não encontrado
Lipídios,g,"13,0","13,0",BRC0077E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0077E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0077E,Nome não encontrado
Cinzas,g,"4,43","4,43",BRC0077E,Nome não encontrado
Colesterol,mg,102,102,BRC0077E,Nome não encontrado
Ácidos graxos saturados,g,"2,60","2,60",BRC0077E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,10","3,10",BRC0077E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,10","6,10",BRC0077E,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,09",BRC0077E,Nome não encontrado
Cálcio,mg,482,482,BRC0077E,Nome não encontrado
Ferro,mg,"1,12","1,12",BRC0077E,Nome não encontrado
Sódio,mg,"60,1","60,1",BRC0077E,Nome não encontrado
Magnésio,mg,"38,8","38,8",BRC0077E,Nome não encontrado
Fósforo,mg,628,628,BRC0077E,Nome não encontrado
Potássio,mg,459,459,BRC0077E,Nome não encontrado
Manganês,mg,"0,25","0,25",BRC0077E,Nome não encontrado
Zinco,mg,"1,64","1,64",BRC0077E,Nome não encontrado
Cobre,mg,"0,14","0,14",BRC0077E,Nome não encontrado
Selênio,mcg,,,BRC0077E,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0077E,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0077E,Nome não encontrado
Vitamina D,mcg,"5,32","5,32",BRC0077E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,26","2,26",BRC0077E,Nome não encontrado
Tiamina,mg,"0,06","0,06",BRC0077E,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0077E,Nome não encontrado
Niacina,mg,"7,10","7,10",BRC0077E,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0077E,Nome não encontrado
Vitamina B12,mcg,"5,96","5,96",BRC0077E,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0077E,Nome não encontrado
Equivalente de folato,mcg,"1,36","1,36",BRC0077E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0077E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0077E,Nome não encontrado
Gordura de adição,g,,,BRC0077E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0077E,Nome não encontrado
Proteína animal,g,"33,4","33,4",BRC0077E,Nome não encontrado
