componente,unidade,Valor por 100g,Porção Média (40 g),codigo_alimento,nome_alimento
Energia,kJ,182,72,BRC0400B,Nome não encontrado
Energia,kcal,44,17,BRC0400B,Nome não encontrado
Umidade,g,"91,8","36,7",BRC0400B,Nome não encontrado
Carboidrato total,g,"2,44","0,97",BRC0400B,Nome não encontrado
Carboidrato disponível,g,"0,77","0,31",BRC0400B,Nome não encontrado
Proteína,g,"1,47","0,59",BRC0400B,Nome não encontrado
Lipídios,g,"3,53","1,41",BRC0400B,Nome não encontrado
Fibra alimentar,g,"1,67","0,67",BRC0400B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0400B,Nome não encontrado
Cinzas,g,"0,80","0,32",BRC0400B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0400B,Nome não encontrado
Ácidos graxos saturados,g,"0,58","0,23",BRC0400B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,42","0,97",BRC0400B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,46","0,18",BRC0400B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0400B,Nome não encontrado
Cálcio,mg,"60,6","24,3",BRC0400B,Nome não encontrado
Ferro,mg,"1,57","0,63",BRC0400B,Nome não encontrado
Sódio,mg,"60,0","24,0",BRC0400B,Nome não encontrado
Magnésio,mg,"12,3","4,93",BRC0400B,Nome não encontrado
Fósforo,mg,"40,5","16,2",BRC0400B,Nome não encontrado
Potássio,mg,232,"92,9",BRC0400B,Nome não encontrado
Manganês,mg,"0,23","0,09",BRC0400B,Nome não encontrado
Zinco,mg,"0,44","0,18",BRC0400B,Nome não encontrado
Cobre,mg,"0,07","0,03",BRC0400B,Nome não encontrado
Selênio,mcg,"0,21","0,08",BRC0400B,Nome não encontrado
Vitamina A (RE),mcg,364,145,BRC0400B,Nome não encontrado
Vitamina A (RAE),mcg,182,"72,9",BRC0400B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0400B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,05","0,82",BRC0400B,Nome não encontrado
Tiamina,mg,"0,05","0,02",BRC0400B,Nome não encontrado
Riboflavina,mg,"0,09","0,04",BRC0400B,Nome não encontrado
Niacina,mg,"0,46","0,18",BRC0400B,Nome não encontrado
Vitamina B6,mg,"0,07","0,03",BRC0400B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0400B,Nome não encontrado
Vitamina C,mg,"30,4","12,2",BRC0400B,Nome não encontrado
Equivalente de folato,mcg,"24,6","9,85",BRC0400B,Nome não encontrado
Sal de adição,g,"0,32","0,13",BRC0400B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0400B,Nome não encontrado
Gordura de adição,g,-,-,BRC0400B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0400B,Nome não encontrado
Proteína animal,g,-,-,BRC0400B,Nome não encontrado
