componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (70 g),codigo_alimento,nome_alimento
Energia,kJ,788,551,BRC0340E,Nome não encontrado
Energia,kcal,189,132,BRC0340E,Nome não encontrado
Umidade,g,"65,9","46,1",BRC0340E,Nome não encontrado
Carboidrato total,g,"7,68","5,37",BRC0340E,Nome não encontrado
Carboidrato disponível,g,"7,42","5,19",BRC0340E,Nome não encontrado
Proteína,g,"13,2","9,23",BRC0340E,Nome não encontrado
Lipídios,g,"11,7","8,20",BRC0340E,Nome não encontrado
Fibra alimentar,g,"0,26","0,18",BRC0340E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0340E,Nome não encontrado
Cinzas,g,"1,53","1,07",BRC0340E,Nome não encontrado
Colesterol,mg,176,123,BRC0340E,Nome não encontrado
Ácidos graxos saturados,g,"2,05","1,44",BRC0340E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,75","1,92",BRC0340E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,35","4,45",BRC0340E,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,04",BRC0340E,Nome não encontrado
Cálcio,mg,"62,2","43,5",BRC0340E,Nome não encontrado
Ferro,mg,"1,99","1,39",BRC0340E,Nome não encontrado
Sódio,mg,426,298,BRC0340E,Nome não encontrado
Magnésio,mg,"15,5","10,8",BRC0340E,Nome não encontrado
Fósforo,mg,192,134,BRC0340E,Nome não encontrado
Potássio,mg,"84,0","58,8",BRC0340E,Nome não encontrado
Manganês,mg,"0,09","0,06",BRC0340E,Nome não encontrado
Zinco,mg,"0,91","0,63",BRC0340E,Nome não encontrado
Cobre,mg,"0,30","0,21",BRC0340E,Nome não encontrado
Selênio,mcg,"1,43","1,00",BRC0340E,Nome não encontrado
Vitamina A (RE),mcg,"8,75","6,12",BRC0340E,Nome não encontrado
Vitamina A (RAE),mcg,"8,73","6,11",BRC0340E,Nome não encontrado
Vitamina D,mcg,"0,15","0,11",BRC0340E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,15","0,80",BRC0340E,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0340E,Nome não encontrado
Riboflavina,mg,"0,03","0,02",BRC0340E,Nome não encontrado
Niacina,mg,"0,12","0,08",BRC0340E,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0340E,Nome não encontrado
Vitamina B12,mcg,"1,08","0,76",BRC0340E,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0340E,Nome não encontrado
Equivalente de folato,mcg,"13,1","9,17",BRC0340E,Nome não encontrado
Sal de adição,g,"0,45","0,32",BRC0340E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0340E,Nome não encontrado
Gordura de adição,g,-,-,BRC0340E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0340E,Nome não encontrado
Proteína animal,g,-,-,BRC0340E,Nome não encontrado
