componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (70 g),codigo_alimento,nome_alimento
Energia,kJ,1271,889,BRC0909B,Nome não encontrado
Energia,kcal,303,211,BRC0909B,Nome não encontrado
Umidade,g,"36,5","25,5",BRC0909B,Nome não encontrado
Carboidrato total,g,"50,1","35,1",BRC0909B,Nome não encontrado
Carboidrato disponível,g,"48,2","33,8",BRC0909B,Nome não encontrado
Proteína,g,"1,38","0,96",BRC0909B,Nome não encontrado
Lipídios,g,"11,2","7,81",BRC0909B,Nome não encontrado
Fibra alimentar,g,"1,86","1,30",BRC0909B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0909B,Nome não encontrado
Cinzas,g,"0,92","0,65",BRC0909B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0909B,Nome não encontrado
Ácidos graxos saturados,g,"1,69","1,18",BRC0909B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,76","1,93",BRC0909B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,16","4,31",BRC0909B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0909B,Nome não encontrado
Cálcio,mg,"23,1","16,1",BRC0909B,Nome não encontrado
Ferro,mg,"0,32","0,22",BRC0909B,Nome não encontrado
Sódio,mg,136,"95,7",BRC0909B,Nome não encontrado
Magnésio,mg,"94,6","66,2",BRC0909B,Nome não encontrado
Fósforo,mg,"56,4","39,5",BRC0909B,Nome não encontrado
Potássio,mg,175,122,BRC0909B,Nome não encontrado
Manganês,mg,"0,18","0,13",BRC0909B,Nome não encontrado
Zinco,mg,"0,44","0,31",BRC0909B,Nome não encontrado
Cobre,mg,"0,12","0,08",BRC0909B,Nome não encontrado
Selênio,mcg,"1,10","0,77",BRC0909B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0909B,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0909B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0909B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0909B,Nome não encontrado
Tiamina,mg,"0,05","0,04",BRC0909B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0909B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0909B,Nome não encontrado
Vitamina B6,mg,"0,04","0,03",BRC0909B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0909B,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0909B,Nome não encontrado
Equivalente de folato,mcg,"29,6","20,7",BRC0909B,Nome não encontrado
Sal de adição,g,"0,32","0,22",BRC0909B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0909B,Nome não encontrado
Gordura de adição,g,-,-,BRC0909B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0909B,Nome não encontrado
Proteína animal,g,-,-,BRC0909B,Nome não encontrado
