componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,295,708,487,BRC0114C,Nome não encontrado
Energia,kcal,70,167,114,BRC0114C,Nome não encontrado
Umidade,g,"81,9",196,135,BRC0114C,Nome não encontrado
Carboidrato total,g,"16,7","40,1","27,6",BRC0114C,Nome não encontrado
Carboidrato disponível,g,"16,0","38,4","26,4",BRC0114C,Nome não encontrado
Proteína,g,"0,54","1,30","0,89",BRC0114C,Nome não encontrado
Lipídios,g,"0,23","0,55","0,38",BRC0114C,Nome não encontrado
Fibra alimentar,g,"0,71","1,69","1,16",BRC0114C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0114C,Nome não encontrado
Cinzas,g,"0,35","0,84","0,58",BRC0114C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0114C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,03","0,02",BRC0114C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,03",BRC0114C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,15","0,10",BRC0114C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0114C,Nome não encontrado
Cálcio,mg,"9,47","22,7","15,6",BRC0114C,Nome não encontrado
Ferro,mg,"0,32","0,78","0,53",BRC0114C,Nome não encontrado
Sódio,mg,"14,5","34,7","23,9",BRC0114C,Nome não encontrado
Magnésio,mg,"10,2","24,4","16,8",BRC0114C,Nome não encontrado
Fósforo,mg,"9,44","22,7","15,6",BRC0114C,Nome não encontrado
Potássio,mg,121,291,200,BRC0114C,Nome não encontrado
Manganês,mg,"0,70","1,68","1,16",BRC0114C,Nome não encontrado
Zinco,mg,"0,11","0,27","0,19",BRC0114C,Nome não encontrado
Cobre,mg,"0,07","0,18","0,12",BRC0114C,Nome não encontrado
Selênio,mcg,"0,32","0,76","0,52",BRC0114C,Nome não encontrado
Vitamina A (RE),mcg,"22,2","53,4","36,7",BRC0114C,Nome não encontrado
Vitamina A (RAE),mcg,"11,1","26,7","18,3",BRC0114C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0114C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,08","0,05",BRC0114C,Nome não encontrado
Tiamina,mg,"0,08","0,18","0,12",BRC0114C,Nome não encontrado
Riboflavina,mg,"0,03","0,07","0,05",BRC0114C,Nome não encontrado
Niacina,mg,"0,34","0,80","0,55",BRC0114C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0114C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0114C,Nome não encontrado
Vitamina C,mg,"52,9",126,"87,3",BRC0114C,Nome não encontrado
Equivalente de folato,mcg,"6,72","16,1","11,1",BRC0114C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0114C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0114C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0114C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0114C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0114C,Nome não encontrado
