componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,111,27,BRC0162B,Nome não encontrado
Energia,kcal,27,6,BRC0162B,Nome não encontrado
Umidade,g,"91,7","22,9",BRC0162B,Nome não encontrado
Carboidrato total,g,"2,97","0,74",BRC0162B,Nome não encontrado
Carboidrato disponível,g,"0,68","0,17",BRC0162B,Nome não encontrado
Proteína,g,"3,65","0,91",BRC0162B,Nome não encontrado
Lipídios,g,"0,52","0,13",BRC0162B,Nome não encontrado
Fibra alimentar,g,"2,28","0,57",BRC0162B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0162B,Nome não encontrado
Cinzas,g,"1,13","0,28",BRC0162B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0162B,Nome não encontrado
Ácidos graxos saturados,g,"0,14","0,04",BRC0162B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,05","0,01",BRC0162B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,18","0,05",BRC0162B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0162B,Nome não encontrado
Cálcio,mg,141,"35,3",BRC0162B,Nome não encontrado
Ferro,mg,"1,72","0,43",BRC0162B,Nome não encontrado
Sódio,mg,"9,23","2,31",BRC0162B,Nome não encontrado
Magnésio,mg,"16,6","4,15",BRC0162B,Nome não encontrado
Fósforo,mg,"62,2","15,6",BRC0162B,Nome não encontrado
Potássio,mg,140,"35,0",BRC0162B,Nome não encontrado
Manganês,mg,"0,25","0,06",BRC0162B,Nome não encontrado
Zinco,mg,"0,66","0,17",BRC0162B,Nome não encontrado
Cobre,mg,"0,15","0,04",BRC0162B,Nome não encontrado
Selênio,mcg,"0,21","0,05",BRC0162B,Nome não encontrado
Vitamina A (RE),mcg,465,116,BRC0162B,Nome não encontrado
Vitamina A (RAE),mcg,232,"58,0",BRC0162B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0162B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"5,18","1,30",BRC0162B,Nome não encontrado
Tiamina,mg,"0,10","0,03",BRC0162B,Nome não encontrado
Riboflavina,mg,"0,20","0,05",BRC0162B,Nome não encontrado
Niacina,mg,"1,06","0,27",BRC0162B,Nome não encontrado
Vitamina B6,mg,"0,08","0,02",BRC0162B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0162B,Nome não encontrado
Vitamina C,mg,"32,8","8,20",BRC0162B,Nome não encontrado
Equivalente de folato,mcg,"7,65","1,91",BRC0162B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0162B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0162B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0162B,Nome não encontrado
Proteína vegetal,g,"3,65","0,91",BRC0162B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0162B,Nome não encontrado
