componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,435,BRC1052A,Nome não encontrado
Energia,kcal,103,BRC1052A,Nome não encontrado
Umidade,g,"74,6",BRC1052A,Nome não encontrado
Carboidrato total,g,"16,3",BRC1052A,Nome não encontrado
Carboidrato disponível,g,"12,6",BRC1052A,Nome não encontrado
Proteína,g,"5,38",BRC1052A,Nome não encontrado
Lipídios,g,"2,67",BRC1052A,Nome não encontrado
Fibra alimentar,g,"3,71",BRC1052A,Nome não encontrado
Álcool,g,"0,00",BRC1052A,Nome não encontrado
Cinzas,g,"1,07",BRC1052A,Nome não encontrado
Colesterol,mg,"8,63",BRC1052A,Nome não encontrado
Ácidos graxos saturados,g,"0,84",BRC1052A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,85",BRC1052A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,98",BRC1052A,Nome não encontrado
Ácidos graxos trans,g,"0,03",BRC1052A,Nome não encontrado
Cálcio,mg,"13,6",BRC1052A,Nome não encontrado
Ferro,mg,"0,92",BRC1052A,Nome não encontrado
Sódio,mg,178,BRC1052A,Nome não encontrado
Magnésio,mg,"24,1",BRC1052A,Nome não encontrado
Fósforo,mg,"69,5",BRC1052A,Nome não encontrado
Potássio,mg,193,BRC1052A,Nome não encontrado
Manganês,mg,"0,40",BRC1052A,Nome não encontrado
Zinco,mg,"1,34",BRC1052A,Nome não encontrado
Cobre,mg,"0,26",BRC1052A,Nome não encontrado
Selênio,mcg,"1,46",BRC1052A,Nome não encontrado
Vitamina A (RE),mcg,"3,79",BRC1052A,Nome não encontrado
Vitamina A (RAE),mcg,"2,32",BRC1052A,Nome não encontrado
Vitamina D,mcg,"0,02",BRC1052A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,23",BRC1052A,Nome não encontrado
Tiamina,mg,"0,04",BRC1052A,Nome não encontrado
Riboflavina,mg,"0,01",BRC1052A,Nome não encontrado
Niacina,mg,"0,70",BRC1052A,Nome não encontrado
Vitamina B6,mg,"0,05",BRC1052A,Nome não encontrado
Vitamina B12,mcg,"0,09",BRC1052A,Nome não encontrado
Vitamina C,mg,"0,27",BRC1052A,Nome não encontrado
Equivalente de folato,mcg,"36,8",BRC1052A,Nome não encontrado
Sal de adição,g,,BRC1052A,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1052A,Nome não encontrado
Gordura de adição,g,-,BRC1052A,Nome não encontrado
Proteína vegetal,g,-,BRC1052A,Nome não encontrado
Proteína animal,g,-,BRC1052A,Nome não encontrado
