componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,297,713,490,BRC0081G,Nome não encontrado
Energia,kcal,71,169,116,BRC0081G,Nome não encontrado
Umidade,g,"84,3",202,139,BRC0081G,Nome não encontrado
Carboidrato total,g,"10,8","25,8","17,8",BRC0081G,Nome não encontrado
Carboidrato disponível,g,"10,3","24,6","16,9",BRC0081G,Nome não encontrado
Proteína,g,"2,16","5,18","3,56",BRC0081G,Nome não encontrado
Lipídios,g,"2,22","5,33","3,66",BRC0081G,Nome não encontrado
Fibra alimentar,g,"0,50","1,20","0,83",BRC0081G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0081G,Nome não encontrado
Cinzas,g,"0,60","1,45","0,99",BRC0081G,Nome não encontrado
Colesterol,mg,"8,04","19,3","13,3",BRC0081G,Nome não encontrado
Ácidos graxos saturados,g,"1,31","3,15","2,17",BRC0081G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,62","1,50","1,03",BRC0081G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,17","0,40","0,28",BRC0081G,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0081G,Nome não encontrado
Cálcio,mg,"74,5",178,122,BRC0081G,Nome não encontrado
Ferro,mg,"0,14","0,33","0,23",BRC0081G,Nome não encontrado
Sódio,mg,"45,3",108,"74,8",BRC0081G,Nome não encontrado
Magnésio,mg,"9,63","23,1","15,9",BRC0081G,Nome não encontrado
Fósforo,mg,"61,9",148,102,BRC0081G,Nome não encontrado
Potássio,mg,117,281,193,BRC0081G,Nome não encontrado
Manganês,mg,"0,06","0,14","0,10",BRC0081G,Nome não encontrado
Zinco,mg,"0,28","0,66","0,46",BRC0081G,Nome não encontrado
Cobre,mg,"0,03","0,06","0,04",BRC0081G,Nome não encontrado
Selênio,mcg,"3,26","7,83","5,38",BRC0081G,Nome não encontrado
Vitamina A (RE),mcg,"34,9","83,8","57,6",BRC0081G,Nome não encontrado
Vitamina A (RAE),mcg,"33,1","79,3","54,5",BRC0081G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0081G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,17","0,40","0,27",BRC0081G,Nome não encontrado
Tiamina,mg,"0,03","0,06","0,04",BRC0081G,Nome não encontrado
Riboflavina,mg,"0,17","0,40","0,27",BRC0081G,Nome não encontrado
Niacina,mg,"0,99","2,37","1,63",BRC0081G,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0081G,Nome não encontrado
Vitamina B12,mcg,"0,24","0,58","0,40",BRC0081G,Nome não encontrado
Vitamina C,mg,"20,9","50,2","34,5",BRC0081G,Nome não encontrado
Equivalente de folato,mcg,"3,37","8,08","5,56",BRC0081G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0081G,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0081G,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0081G,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0081G,Nome não encontrado
Proteína animal,g,-,-,-,BRC0081G,Nome não encontrado
