componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,491,490,BRC0097F,Nome não encontrado
Energia,kcal,117,116,BRC0097F,Nome não encontrado
Umidade,g,"74,8","74,8",BRC0097F,Nome não encontrado
Carboidrato total,g,"1,52","1,52",BRC0097F,Nome não encontrado
Carboidrato disponível,g,"1,52","1,52",BRC0097F,Nome não encontrado
Proteína,g,"18,5","18,5",BRC0097F,Nome não encontrado
Lipídios,g,"4,06","4,06",BRC0097F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0097F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0097F,Nome não encontrado
Cinzas,g,"1,12","1,12",BRC0097F,Nome não encontrado
Colesterol,mg,"41,7","41,7",BRC0097F,Nome não encontrado
Ácidos graxos saturados,g,"1,21","1,21",BRC0097F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,10","1,10",BRC0097F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,79","0,79",BRC0097F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0097F,Nome não encontrado
Cálcio,mg,"12,1","12,1",BRC0097F,Nome não encontrado
Ferro,mg,"1,46","1,46",BRC0097F,Nome não encontrado
Sódio,mg,"38,0","38,0",BRC0097F,Nome não encontrado
Magnésio,mg,"17,6","17,6",BRC0097F,Nome não encontrado
Fósforo,mg,197,197,BRC0097F,Nome não encontrado
Potássio,mg,305,305,BRC0097F,Nome não encontrado
Manganês,mg,,,BRC0097F,Nome não encontrado
Zinco,mg,"1,46","1,46",BRC0097F,Nome não encontrado
Cobre,mg,,,BRC0097F,Nome não encontrado
Selênio,mcg,,,BRC0097F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0097F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0097F,Nome não encontrado
Vitamina D,mcg,,,BRC0097F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0097F,Nome não encontrado
Tiamina,mg,"0,09","0,09",BRC0097F,Nome não encontrado
Riboflavina,mg,"0,14","0,14",BRC0097F,Nome não encontrado
Niacina,mg,,,BRC0097F,Nome não encontrado
Vitamina B6,mg,"0,46","0,46",BRC0097F,Nome não encontrado
Vitamina B12,mcg,"6,64","6,64",BRC0097F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0097F,Nome não encontrado
Equivalente de folato,mcg,"7,42","7,42",BRC0097F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0097F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0097F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0097F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0097F,Nome não encontrado
Proteína animal,g,"18,5","18,5",BRC0097F,Nome não encontrado
