componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,13,31,21,BRC0161C,Nome não encontrado
Energia,kcal,3,7,5,BRC0161C,Nome não encontrado
Umidade,g,"99,2",238,163,BRC0161C,Nome não encontrado
Carboidrato total,g,"0,73","1,76","1,21",BRC0161C,Nome não encontrado
Carboidrato disponível,g,"0,65","1,57","1,08",BRC0161C,Nome não encontrado
Proteína,g,"0,06","0,15","0,10",BRC0161C,Nome não encontrado
Lipídios,g,"0,01","0,02","0,01",BRC0161C,Nome não encontrado
Fibra alimentar,g,"0,08","0,19","0,13",BRC0161C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0161C,Nome não encontrado
Cinzas,g,"0,03","0,06","0,04",BRC0161C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0161C,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,traços,BRC0161C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0161C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0161C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0161C,Nome não encontrado
Cálcio,mg,"3,37","8,08","5,55",BRC0161C,Nome não encontrado
Ferro,mg,"0,01","0,03","0,02",BRC0161C,Nome não encontrado
Sódio,mg,"0,08","0,20","0,14",BRC0161C,Nome não encontrado
Magnésio,mg,"0,64","1,54","1,06",BRC0161C,Nome não encontrado
Fósforo,mg,"1,57","3,76","2,59",BRC0161C,Nome não encontrado
Potássio,mg,"8,47","20,3","14,0",BRC0161C,Nome não encontrado
Manganês,mg,traços,traços,traços,BRC0161C,Nome não encontrado
Zinco,mg,"0,01","0,03","0,02",BRC0161C,Nome não encontrado
Cobre,mg,traços,traços,traços,BRC0161C,Nome não encontrado
Selênio,mcg,"0,03","0,07","0,05",BRC0161C,Nome não encontrado
Vitamina A (RE),mcg,"0,23","0,55","0,38",BRC0161C,Nome não encontrado
Vitamina A (RAE),mcg,"0,12","0,28","0,19",BRC0161C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0161C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,02","0,02",BRC0161C,Nome não encontrado
Tiamina,mg,"0,02","0,05","0,03",BRC0161C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0161C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0161C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0161C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0161C,Nome não encontrado
Vitamina C,mg,"2,52","6,06","4,16",BRC0161C,Nome não encontrado
Equivalente de folato,mcg,"0,57","1,36","0,93",BRC0161C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0161C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0161C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0161C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0161C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0161C,Nome não encontrado
