componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (135 g),codigo_alimento,nome_alimento
Energia,kJ,245,330,BRC0065C,Nome não encontrado
Energia,kcal,58,78,BRC0065C,Nome não encontrado
Umidade,g,"83,7",112,BRC0065C,Nome não encontrado
Carboidrato total,g,"14,9","20,1",BRC0065C,Nome não encontrado
Carboidrato disponível,g,"11,8","15,9",BRC0065C,Nome não encontrado
Proteína,g,"0,88","1,19",BRC0065C,Nome não encontrado
Lipídios,g,"0,13","0,18",BRC0065C,Nome não encontrado
Fibra alimentar,g,"3,07","4,15",BRC0065C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0065C,Nome não encontrado
Cinzas,g,"0,47","0,63",BRC0065C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0065C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,02",BRC0065C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,04",BRC0065C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,04",BRC0065C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0065C,Nome não encontrado
Cálcio,mg,"33,1","44,6",BRC0065C,Nome não encontrado
Ferro,mg,"0,07","0,09",BRC0065C,Nome não encontrado
Sódio,mg,"1,17","1,58",BRC0065C,Nome não encontrado
Magnésio,mg,"12,3","16,6",BRC0065C,Nome não encontrado
Fósforo,mg,"19,5","26,3",BRC0065C,Nome não encontrado
Potássio,mg,158,214,BRC0065C,Nome não encontrado
Manganês,mg,"0,05","0,07",BRC0065C,Nome não encontrado
Zinco,mg,"0,10","0,14",BRC0065C,Nome não encontrado
Cobre,mg,"0,06","0,08",BRC0065C,Nome não encontrado
Selênio,mcg,"0,11","0,15",BRC0065C,Nome não encontrado
Vitamina A (RE),mcg,"29,5","39,8",BRC0065C,Nome não encontrado
Vitamina A (RAE),mcg,"14,7","19,9",BRC0065C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0065C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09","0,12",BRC0065C,Nome não encontrado
Tiamina,mg,"0,08","0,11",BRC0065C,Nome não encontrado
Riboflavina,mg,"0,07","0,10",BRC0065C,Nome não encontrado
Niacina,mg,traços,traços,BRC0065C,Nome não encontrado
Vitamina B6,mg,"0,05","0,07",BRC0065C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0065C,Nome não encontrado
Vitamina C,mg,"21,8","29,4",BRC0065C,Nome não encontrado
Equivalente de folato,mcg,"17,6","23,8",BRC0065C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0065C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0065C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0065C,Nome não encontrado
Proteína vegetal,g,"0,88","1,19",BRC0065C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0065C,Nome não encontrado
