componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,141,98,BRC0981B,Nome não encontrado
Energia,kcal,34,23,BRC0981B,Nome não encontrado
Umidade,g,"91,2","63,9",BRC0981B,Nome não encontrado
Carboidrato total,g,"5,80","4,06",BRC0981B,Nome não encontrado
Carboidrato disponível,g,"4,15","2,90",BRC0981B,Nome não encontrado
Proteína,g,"1,05","0,74",BRC0981B,Nome não encontrado
Lipídios,g,"1,05","0,73",BRC0981B,Nome não encontrado
Fibra alimentar,g,"1,62","1,13",BRC0981B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0981B,Nome não encontrado
Cinzas,g,"0,77","0,54",BRC0981B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0981B,Nome não encontrado
Ácidos graxos saturados,g,"0,16","0,11",BRC0981B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,62","0,43",BRC0981B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,10",BRC0981B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0981B,Nome não encontrado
Cálcio,mg,"9,51","6,65",BRC0981B,Nome não encontrado
Ferro,mg,"0,38","0,27",BRC0981B,Nome não encontrado
Sódio,mg,128,"89,7",BRC0981B,Nome não encontrado
Magnésio,mg,"10,2","7,14",BRC0981B,Nome não encontrado
Fósforo,mg,"19,2","13,4",BRC0981B,Nome não encontrado
Potássio,mg,192,135,BRC0981B,Nome não encontrado
Manganês,mg,"0,11","0,08",BRC0981B,Nome não encontrado
Zinco,mg,"0,20","0,14",BRC0981B,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0981B,Nome não encontrado
Selênio,mcg,"0,20","0,14",BRC0981B,Nome não encontrado
Vitamina A (RE),mcg,"47,7","33,4",BRC0981B,Nome não encontrado
Vitamina A (RAE),mcg,"23,8","16,7",BRC0981B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0981B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,15","0,80",BRC0981B,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0981B,Nome não encontrado
Riboflavina,mg,"0,03","0,02",BRC0981B,Nome não encontrado
Niacina,mg,traços,traços,BRC0981B,Nome não encontrado
Vitamina B6,mg,"0,04","0,03",BRC0981B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0981B,Nome não encontrado
Vitamina C,mg,139,"97,4",BRC0981B,Nome não encontrado
Equivalente de folato,mcg,"24,8","17,4",BRC0981B,Nome não encontrado
Sal de adição,g,"0,32","0,22",BRC0981B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0981B,Nome não encontrado
Gordura de adição,g,-,-,BRC0981B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0981B,Nome não encontrado
Proteína animal,g,-,-,BRC0981B,Nome não encontrado
