componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,1095,109,BRC0084R,Nome não encontrado
Energia,kcal,261,26,BRC0084R,Nome não encontrado
Umidade,g,"7,00","0,70",BRC0084R,Nome não encontrado
Carboidrato total,g,"29,5","2,95",BRC0084R,Nome não encontrado
Carboidrato disponível,g,"18,5","1,85",BRC0084R,Nome não encontrado
Proteína,g,"22,2","2,22",BRC0084R,Nome não encontrado
Lipídios,g,"8,50","0,85",BRC0084R,Nome não encontrado
Fibra alimentar,g,"11,0","1,10",BRC0084R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0084R,Nome não encontrado
Cinzas,g,"32,8","3,28",BRC0084R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0084R,Nome não encontrado
Ácidos graxos saturados,g,"1,45","0,15",BRC0084R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,58","0,16",BRC0084R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,08","0,41",BRC0084R,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0084R,Nome não encontrado
Cálcio,mg,"41,9","4,19",BRC0084R,Nome não encontrado
Ferro,mg,"1,83","0,18",BRC0084R,Nome não encontrado
Sódio,mg,"0,00","0,00",BRC0084R,Nome não encontrado
Magnésio,mg,"35,3","3,53",BRC0084R,Nome não encontrado
Fósforo,mg,116,"11,7",BRC0084R,Nome não encontrado
Potássio,mg,154,"15,4",BRC0084R,Nome não encontrado
Manganês,mg,,,BRC0084R,Nome não encontrado
Zinco,mg,"1,88","0,19",BRC0084R,Nome não encontrado
Cobre,mg,,,BRC0084R,Nome não encontrado
Selênio,mcg,,,BRC0084R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0084R,Nome não encontrado
Vitamina A (RAE),mcg,"36,3","3,63",BRC0084R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0084R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09","0,01",BRC0084R,Nome não encontrado
Tiamina,mg,"0,07","0,01",BRC0084R,Nome não encontrado
Riboflavina,mg,"0,17","0,02",BRC0084R,Nome não encontrado
Niacina,mg,"0,67","0,07",BRC0084R,Nome não encontrado
Vitamina B6,mg,"0,15","0,01",BRC0084R,Nome não encontrado
Vitamina B12,mcg,"0,06","0,01",BRC0084R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0084R,Nome não encontrado
Equivalente de folato,mcg,"14,0","1,40",BRC0084R,Nome não encontrado
Sal de adição,g,,,BRC0084R,Nome não encontrado
Açúcar de adição,g,,,BRC0084R,Nome não encontrado
Gordura de adição,g,,,BRC0084R,Nome não encontrado
Proteína vegetal,g,,,BRC0084R,Nome não encontrado
Proteína animal,g,,,BRC0084R,Nome não encontrado
