componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,674,BRC1170A,Nome não encontrado
Energia,kcal,161,BRC1170A,Nome não encontrado
Umidade,g,"63,8",BRC1170A,Nome não encontrado
Carboidrato total,g,"24,1",BRC1170A,Nome não encontrado
Carboidrato disponível,g,"19,2",BRC1170A,Nome não encontrado
Proteína,g,"4,70",BRC1170A,Nome não encontrado
Lipídios,g,"6,19",BRC1170A,Nome não encontrado
Fibra alimentar,g,"4,87",BRC1170A,Nome não encontrado
Álcool,g,"0,00",BRC1170A,Nome não encontrado
Cinzas,g,"1,28",BRC1170A,Nome não encontrado
Colesterol,mg,"0,00",BRC1170A,Nome não encontrado
Ácidos graxos saturados,g,"0,99",BRC1170A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90",BRC1170A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,44",BRC1170A,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC1170A,Nome não encontrado
Cálcio,mg,"62,6",BRC1170A,Nome não encontrado
Ferro,mg,"1,03",BRC1170A,Nome não encontrado
Sódio,mg,190,BRC1170A,Nome não encontrado
Magnésio,mg,"63,2",BRC1170A,Nome não encontrado
Fósforo,mg,129,BRC1170A,Nome não encontrado
Potássio,mg,156,BRC1170A,Nome não encontrado
Manganês,mg,"0,55",BRC1170A,Nome não encontrado
Zinco,mg,"0,95",BRC1170A,Nome não encontrado
Cobre,mg,"0,17",BRC1170A,Nome não encontrado
Selênio,mcg,"5,47",BRC1170A,Nome não encontrado
Vitamina A (RE),mcg,"10,4",BRC1170A,Nome não encontrado
Vitamina A (RAE),mcg,"5,23",BRC1170A,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1170A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,38",BRC1170A,Nome não encontrado
Tiamina,mg,"0,12",BRC1170A,Nome não encontrado
Riboflavina,mg,"0,03",BRC1170A,Nome não encontrado
Niacina,mg,"0,60",BRC1170A,Nome não encontrado
Vitamina B6,mg,"0,10",BRC1170A,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1170A,Nome não encontrado
Vitamina C,mg,"1,02",BRC1170A,Nome não encontrado
Equivalente de folato,mcg,"21,5",BRC1170A,Nome não encontrado
Sal de adição,g,,BRC1170A,Nome não encontrado
Açúcar de adição,g,"0,47",BRC1170A,Nome não encontrado
Gordura de adição,g,-,BRC1170A,Nome não encontrado
Proteína vegetal,g,-,BRC1170A,Nome não encontrado
Proteína animal,g,-,BRC1170A,Nome não encontrado
