componente,unidade,Valor por 100g,Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,1535,199,BRC0069R,Nome não encontrado
Energia,kcal,364,47,BRC0069R,Nome não encontrado
Umidade,g,"5,19","0,67",BRC0069R,Nome não encontrado
Carboidrato total,g,"64,0","8,31",BRC0069R,Nome não encontrado
Carboidrato disponível,g,"61,0","7,92",BRC0069R,Nome não encontrado
Proteína,g,"11,8","1,53",BRC0069R,Nome não encontrado
Lipídios,g,"7,40","0,96",BRC0069R,Nome não encontrado
Fibra alimentar,g,"3,00","0,39",BRC0069R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0069R,Nome não encontrado
Cinzas,g,"11,7","1,52",BRC0069R,Nome não encontrado
Colesterol,mg,"0,61","0,08",BRC0069R,Nome não encontrado
Ácidos graxos saturados,g,"1,85","0,24",BRC0069R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,30","0,43",BRC0069R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,93","0,25",BRC0069R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0069R,Nome não encontrado
Cálcio,mg,130,"17,0",BRC0069R,Nome não encontrado
Ferro,mg,"2,54","0,33",BRC0069R,Nome não encontrado
Sódio,mg,4840,629,BRC0069R,Nome não encontrado
Magnésio,mg,"46,9","6,09",BRC0069R,Nome não encontrado
Fósforo,mg,222,"28,9",BRC0069R,Nome não encontrado
Potássio,mg,398,"51,8",BRC0069R,Nome não encontrado
Manganês,mg,,,BRC0069R,Nome não encontrado
Zinco,mg,"1,56","0,20",BRC0069R,Nome não encontrado
Cobre,mg,,,BRC0069R,Nome não encontrado
Selênio,mcg,,,BRC0069R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0069R,Nome não encontrado
Vitamina A (RAE),mcg,184,"24,0",BRC0069R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0069R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,74","0,10",BRC0069R,Nome não encontrado
Tiamina,mg,"5,06","0,66",BRC0069R,Nome não encontrado
Riboflavina,mg,"0,44","0,06",BRC0069R,Nome não encontrado
Niacina,mg,"2,15","0,28",BRC0069R,Nome não encontrado
Vitamina B6,mg,"0,20","0,03",BRC0069R,Nome não encontrado
Vitamina B12,mcg,"0,49","0,06",BRC0069R,Nome não encontrado
Vitamina C,mg,"16,2","2,11",BRC0069R,Nome não encontrado
Equivalente de folato,mcg,"29,3","3,81",BRC0069R,Nome não encontrado
Sal de adição,g,,,BRC0069R,Nome não encontrado
Açúcar de adição,g,,,BRC0069R,Nome não encontrado
Gordura de adição,g,,,BRC0069R,Nome não encontrado
Proteína vegetal,g,,,BRC0069R,Nome não encontrado
Proteína animal,g,,,BRC0069R,Nome não encontrado
