componente,unidade,Valor por 100g,Colher sopa cheia (28 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,66,18,11,BRC0004B,Nome não encontrado
Energia,kcal,16,4,2,BRC0004B,Nome não encontrado
Umidade,g,"94,6","26,5","17,0",BRC0004B,Nome não encontrado
Carboidrato total,g,"3,66","1,03","0,66",BRC0004B,Nome não encontrado
Carboidrato disponível,g,"1,44","0,40","0,26",BRC0004B,Nome não encontrado
Proteína,g,"1,12","0,31","0,20",BRC0004B,Nome não encontrado
Lipídios,g,"0,13","0,04","0,02",BRC0004B,Nome não encontrado
Fibra alimentar,g,"2,22","0,62","0,40",BRC0004B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0004B,Nome não encontrado
Cinzas,g,"0,46","0,13","0,08",BRC0004B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0004B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01","0,01",BRC0004B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,01","0,00",BRC0004B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,01","0,00","0,00",BRC0004B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0004B,Nome não encontrado
Cálcio,mg,"3,05","0,85","0,55",BRC0004B,Nome não encontrado
Ferro,mg,traços,traços,traços,BRC0004B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0004B,Nome não encontrado
Magnésio,mg,"1,85","0,52","0,33",BRC0004B,Nome não encontrado
Fósforo,mg,"7,92","2,22","1,42",BRC0004B,Nome não encontrado
Potássio,mg,124,"35,0","22,5",BRC0004B,Nome não encontrado
Manganês,mg,"0,01","0,00","0,00",BRC0004B,Nome não encontrado
Zinco,mg,"0,07","0,02","0,01",BRC0004B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,01",BRC0004B,Nome não encontrado
Selênio,mcg,"1,10","0,31","0,20",BRC0004B,Nome não encontrado
Vitamina A (RE),mcg,353,"98,9","63,6",BRC0004B,Nome não encontrado
Vitamina A (RAE),mcg,176,"49,5","31,8",BRC0004B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0004B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,38","0,39","0,25",BRC0004B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0004B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0004B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0004B,Nome não encontrado
Vitamina B6,mg,"0,06","0,02","0,01",BRC0004B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0004B,Nome não encontrado
Vitamina C,mg,"9,65","2,70","1,74",BRC0004B,Nome não encontrado
Equivalente de folato,mcg,"10,3","2,88","1,85",BRC0004B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0004B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0004B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0004B,Nome não encontrado
Proteína vegetal,g,"1,12","0,31","0,20",BRC0004B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0004B,Nome não encontrado
