componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,115,BRC0268C,Nome não encontrado
Energia,kcal,28,BRC0268C,Nome não encontrado
Umidade,g,"89,8",BRC0268C,Nome não encontrado
Carboidrato total,g,"7,11",BRC0268C,Nome não encontrado
Carboidrato disponível,g,"1,96",BRC0268C,Nome não encontrado
Proteína,g,"1,07",BRC0268C,Nome não encontrado
Lipídios,g,"0,61",BRC0268C,Nome não encontrado
Fibra alimentar,g,"5,15",BRC0268C,Nome não encontrado
Álcool,g,"0,00",BRC0268C,Nome não encontrado
Cinzas,g,"1,41",BRC0268C,Nome não encontrado
Colesterol,mg,"0,00",BRC0268C,Nome não encontrado
Ácidos graxos saturados,g,,BRC0268C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,BRC0268C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,BRC0268C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0268C,Nome não encontrado
Cálcio,mg,221,BRC0268C,Nome não encontrado
Ferro,mg,"0,28",BRC0268C,Nome não encontrado
Sódio,mg,"3,59",BRC0268C,Nome não encontrado
Magnésio,mg,"10,5",BRC0268C,Nome não encontrado
Fósforo,mg,,BRC0268C,Nome não encontrado
Potássio,mg,507,BRC0268C,Nome não encontrado
Manganês,mg,"0,63",BRC0268C,Nome não encontrado
Zinco,mg,"0,25",BRC0268C,Nome não encontrado
Cobre,mg,"1,37",BRC0268C,Nome não encontrado
Selênio,mcg,,BRC0268C,Nome não encontrado
Vitamina A (RE),mcg,,BRC0268C,Nome não encontrado
Vitamina A (RAE),mcg,,BRC0268C,Nome não encontrado
Vitamina D,mcg,,BRC0268C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0268C,Nome não encontrado
Tiamina,mg,,BRC0268C,Nome não encontrado
Riboflavina,mg,,BRC0268C,Nome não encontrado
Niacina,mg,,BRC0268C,Nome não encontrado
Vitamina B6,mg,,BRC0268C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0268C,Nome não encontrado
Vitamina C,mg,,BRC0268C,Nome não encontrado
Equivalente de folato,mcg,,BRC0268C,Nome não encontrado
Sal de adição,g,"0,00",BRC0268C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0268C,Nome não encontrado
Gordura de adição,g,"0,00",BRC0268C,Nome não encontrado
Proteína vegetal,g,"1,07",BRC0268C,Nome não encontrado
Proteína animal,g,"0,00",BRC0268C,Nome não encontrado
