componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,514,282,205,BRC0543A,Nome não encontrado
Energia,kcal,122,67,48,BRC0543A,Nome não encontrado
Umidade,g,"72,9","40,1","29,2",BRC0543A,Nome não encontrado
Carboidrato total,g,"15,4","8,45","6,15",BRC0543A,Nome não encontrado
Carboidrato disponível,g,"13,6","7,47","5,44",BRC0543A,Nome não encontrado
Proteína,g,"7,13","3,92","2,85",BRC0543A,Nome não encontrado
Lipídios,g,"3,99","2,19","1,60",BRC0543A,Nome não encontrado
Fibra alimentar,g,"1,78","0,98","0,71",BRC0543A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0543A,Nome não encontrado
Cinzas,g,"0,59","0,32","0,24",BRC0543A,Nome não encontrado
Colesterol,mg,"26,5","14,6","10,6",BRC0543A,Nome não encontrado
Ácidos graxos saturados,g,"0,90","0,50","0,36",BRC0543A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,15","0,63","0,46",BRC0543A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,76","0,97","0,70",BRC0543A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0543A,Nome não encontrado
Cálcio,mg,"6,93","3,81","2,77",BRC0543A,Nome não encontrado
Ferro,mg,"0,30","0,17","0,12",BRC0543A,Nome não encontrado
Sódio,mg,"43,8","24,1","17,5",BRC0543A,Nome não encontrado
Magnésio,mg,"18,3","10,1","7,34",BRC0543A,Nome não encontrado
Fósforo,mg,"70,4","38,7","28,2",BRC0543A,Nome não encontrado
Potássio,mg,119,"65,5","47,7",BRC0543A,Nome não encontrado
Manganês,mg,"0,16","0,09","0,06",BRC0543A,Nome não encontrado
Zinco,mg,"0,77","0,43","0,31",BRC0543A,Nome não encontrado
Cobre,mg,"0,03","0,02","0,01",BRC0543A,Nome não encontrado
Selênio,mcg,"0,55","0,30","0,22",BRC0543A,Nome não encontrado
Vitamina A (RE),mcg,"59,5","32,7","23,8",BRC0543A,Nome não encontrado
Vitamina A (RAE),mcg,"29,8","16,4","11,9",BRC0543A,Nome não encontrado
Vitamina D,mcg,"0,01","0,00","0,00",BRC0543A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,55","0,30","0,22",BRC0543A,Nome não encontrado
Tiamina,mg,"0,08","0,04","0,03",BRC0543A,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0543A,Nome não encontrado
Niacina,mg,"1,76","0,97","0,71",BRC0543A,Nome não encontrado
Vitamina B6,mg,"0,07","0,04","0,03",BRC0543A,Nome não encontrado
Vitamina B12,mcg,"0,03","0,02","0,01",BRC0543A,Nome não encontrado
Vitamina C,mg,"2,24","1,23","0,89",BRC0543A,Nome não encontrado
Equivalente de folato,mcg,"6,28","3,45","2,51",BRC0543A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0543A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0543A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0543A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0543A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0543A,Nome não encontrado
