componente,unidade,Valor por 100g,Colher sopa cheia (22 g),codigo_alimento,nome_alimento
Energia,kJ,374,82,BRC0025B,Nome não encontrado
Energia,kcal,88,19,BRC0025B,Nome não encontrado
Umidade,g,"76,3","16,8",BRC0025B,Nome não encontrado
Carboidrato total,g,"20,3","4,46",BRC0025B,Nome não encontrado
Carboidrato disponível,g,"18,7","4,11",BRC0025B,Nome não encontrado
Proteína,g,"2,27","0,50",BRC0025B,Nome não encontrado
Lipídios,g,"0,14","0,03",BRC0025B,Nome não encontrado
Fibra alimentar,g,"1,59","0,35",BRC0025B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0025B,Nome não encontrado
Cinzas,g,"0,97","0,21",BRC0025B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0025B,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,01",BRC0025B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0025B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,01",BRC0025B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0025B,Nome não encontrado
Cálcio,mg,"15,5","3,42",BRC0025B,Nome não encontrado
Ferro,mg,"0,03","0,01",BRC0025B,Nome não encontrado
Sódio,mg,traços,traços,BRC0025B,Nome não encontrado
Magnésio,mg,"28,2","6,21",BRC0025B,Nome não encontrado
Fósforo,mg,"65,0","14,3",BRC0025B,Nome não encontrado
Potássio,mg,510,112,BRC0025B,Nome não encontrado
Manganês,mg,"0,14","0,03",BRC0025B,Nome não encontrado
Zinco,mg,"0,48","0,10",BRC0025B,Nome não encontrado
Cobre,mg,"0,15","0,03",BRC0025B,Nome não encontrado
Selênio,mcg,"0,90","0,20",BRC0025B,Nome não encontrado
Vitamina A (RE),mcg,"5,25","1,16",BRC0025B,Nome não encontrado
Vitamina A (RAE),mcg,"2,63","0,58",BRC0025B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0025B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,67","0,37",BRC0025B,Nome não encontrado
Tiamina,mg,"0,07","0,02",BRC0025B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0025B,Nome não encontrado
Niacina,mg,traços,traços,BRC0025B,Nome não encontrado
Vitamina B6,mg,"0,09","0,02",BRC0025B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0025B,Nome não encontrado
Vitamina C,mg,"4,99","1,10",BRC0025B,Nome não encontrado
Equivalente de folato,mcg,"17,8","3,91",BRC0025B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0025B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0025B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0025B,Nome não encontrado
Proteína vegetal,g,"2,27","0,50",BRC0025B,Nome não encontrado
Proteína animal,g,-,-,BRC0025B,Nome não encontrado
